physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
45	44	P045-L008	101	neck	0	A	site-code-A	target	1	blank			Printed “no entry”.	e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L009	101	neck	1	B	site-code-B	target	1	attested	xɛʃɛr			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L009	101	neck	1	C	site-code-C	target	1	attested	xɛʃɛr			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L009	101	neck	1	D	site-code-D	target	1	attested	xɛʃɛr			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L009	101	neck	1	E	site-code-E	target	1	attested	xɛʃɛr			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L010	101	neck	2	0	Bangla	control	1	attested	gola			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L012	102	hair	1	A	site-code-A	target	1	attested	tʃuti			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L011	102	hair	1	B	site-code-B	target	1	attested	tʃutːi			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L011	102	hair	1	C	site-code-C	target	1	attested	tʃutːi			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L011	102	hair	1	D	site-code-D	target	1	attested	tʃutːi			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L011	102	hair	1	E	site-code-E	target	1	attested	tʃutːi			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L013	102	hair	2	0	Bangla	control	1	attested	tʃul			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
