physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
56	55	P056-L014	291	where	1	A	site-code-A	target	1	attested	ɛksɛn			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L015	291	where	1	B	site-code-B	target	1	attested	ɛksan			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L015	291	where	1	C	site-code-C	target	1	attested	ɛksan			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L016	291	where	1	D	site-code-D	target	1	attested	ɛʃan			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L016	291	where	1	E	site-code-E	target	1	attested	ɛʃan			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L017	291	where	2	0	Bangla	control	1	attested	kotʰai̯			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L020	292	who	3	A	site-code-A	target	1	attested	is			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L018	292	who	1	B	site-code-B	target	1	attested	nɛ			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L018	292	who	1	C	site-code-C	target	1	attested	nɛ			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L018	292	who	1	D	site-code-D	target	1	attested	nɛ			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L018	292	who	1	E	site-code-E	target	1	attested	nɛ			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L019	292	who	2	0	Bangla	control	1	attested	kɛ			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L023	293	what	3	A	site-code-A	target	1	attested	nekɛⁱ			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L021	293	what	1	B	site-code-B	target	1	attested	ɛndra			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L021	293	what	1	C	site-code-C	target	1	attested	ɛndra			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
