physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
49	48	P049-L050	181	to swim	0	A	site-code-A	target	1	blank			Printed “no entry”.	3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L051	181	to swim	1	B	site-code-B	target	1	attested	ug			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L051	181	to swim	1	C	site-code-C	target	1	attested	ug			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L051	181	to swim	1	D	site-code-D	target	1	attested	ug			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L051	181	to swim	1	E	site-code-E	target	1	attested	ug			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L052	181	to swim	2	0	Bangla	control	1	attested	ʃatar kaʈa			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L053	182	to see	1	A	site-code-A	target	1	attested	ɛr			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L053	182	to see	1	B	site-code-B	target	1	attested	ɛr			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L053	182	to see	1	C	site-code-C	target	1	attested	ɛr			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L053	182	to see	1	D	site-code-D	target	1	attested	ɛr			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L053	182	to see	1	E	site-code-E	target	1	attested	ɛr			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L054	182	to see	2	0	Bangla	control	1	attested	dɛkʰa			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
50	49	P050-L002	183	to hear	1	A	site-code-A	target	1	attested	min			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L001	183	to hear	1	B	site-code-B	target	1	attested	mɛn			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L001	183	to hear	1	C	site-code-C	target	1	attested	mɛn			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L001	183	to hear	1	D	site-code-D	target	1	attested	mɛn			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L001	183	to hear	1	E	site-code-E	target	1	attested	mɛn			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L003	183	to hear	2	0	Bangla	control	1	attested	ʃona			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L004	184	to wait	0	A	site-code-A	target	1	blank			Printed “no entry”.	27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L005	184	to wait	1	B	site-code-B	target	1	attested	xap			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L005	184	to wait	1	C	site-code-C	target	1	attested	xap			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L005	184	to wait	1	D	site-code-D	target	1	attested	xap			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L005	184	to wait	1	E	site-code-E	target	1	attested	xap			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L006	184	to wait	2	0	Bangla	control	1	attested	ɔpɛkkʰa kɔra			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
