physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
47	46	P047-L001	131	mother	1	A	site-code-A	target	1	attested	jo		Site A has two separately printed responses; this line is retained separately as printed.	826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L003	131	mother	2	A	site-code-A	target	2	attested	ijo		Site A has two separately printed responses; this line is retained separately as printed.	826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L001	131	mother	1	B	site-code-B	target	1	attested	jo		Site A has two separately printed responses; this line is retained separately as printed.	826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L002	131	mother	2	C	site-code-C	target	1	attested	ajo			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L001	131	mother	1	D	site-code-D	target	1	attested	jo		Site A has two separately printed responses; this line is retained separately as printed.	826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L003	131	mother	2	E	site-code-E	target	1	attested	ijo		Site A has two separately printed responses; this line is retained separately as printed.	826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L004	131	mother	3	0	Bangla	control	1	attested	ma			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L006	132	husband	1	A	site-code-A	target	1	attested	metɛs			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L005	132	husband	1	B	site-code-B	target	1	attested	mɛtas			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L005	132	husband	1	C	site-code-C	target	1	attested	mɛtas			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L005	132	husband	1	D	site-code-D	target	1	attested	mɛtas			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L005	132	husband	1	E	site-code-E	target	1	attested	mɛtas			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L007	132	husband	2	0	Bangla	control	1	attested	ʃami			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L011	133	wife	3	A	site-code-A	target	1	attested	ɛlːi			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L008	133	wife	1	B	site-code-B	target	1	attested	mukːa			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L009	133	wife	1	C	site-code-C	target	1	attested	mukːɛ			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L009	133	wife	1	D	site-code-D	target	1	attested	mukːɛ			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L009	133	wife	1	E	site-code-E	target	1	attested	mukːɛ			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L010	133	wife	2	0	Bangla	control	1	attested	stri			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L016	134	son	3	A	site-code-A	target	1	attested	ukʰos			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L012	134	son	1	B	site-code-B	target	1	attested	hatdas			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L013	134	son	1	C	site-code-C	target	1	attested	xatdas			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L014	134	son	1	D	site-code-D	target	1	attested	xatdɛʃ			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L014	134	son	1	E	site-code-E	target	1	attested	xatdɛʃ			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L015	134	son	2	0	Bangla	control	1	attested	tʃʰɛlɛ			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L017	135	daughter	1	A	site-code-A	target	1	attested	kukoi̯			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L017	135	daughter	1	B	site-code-B	target	1	attested	kukoi̯			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L017	135	daughter	1	C	site-code-C	target	1	attested	kukoi̯			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L017	135	daughter	1	D	site-code-D	target	1	attested	kukoi̯			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L017	135	daughter	1	E	site-code-E	target	1	attested	kukoi̯			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L018	135	daughter	2	0	Bangla	control	1	attested	mɛjɛ			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L019	136	elder brother	0	A	site-code-A	target	1	blank			Printed “no entry”.	826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L021	136	elder brother	1	B	site-code-B	target	1	attested	dada			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L021	136	elder brother	1	C	site-code-C	target	1	attested	dada			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L021	136	elder brother	1	D	site-code-D	target	1	attested	dada			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L021	136	elder brother	1	E	site-code-E	target	1	attested	dada			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L020	136	elder brother	1	0	Bangla	control	1	attested	bɔɽo bʰai̯ / dada		Printed as a slash-separated response on one line.	826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L022	137	elder sister	0	A	site-code-A	target	1	blank			Printed “no entry”.	826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L023	137	elder sister	1	B	site-code-B	target	1	attested	dai̯			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L023	137	elder sister	1	C	site-code-C	target	1	attested	dai̯			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L023	137	elder sister	1	D	site-code-D	target	1	attested	dai̯			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L023	137	elder sister	1	E	site-code-E	target	1	attested	dai̯			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L024	137	elder sister	2	0	Bangla	control	1	attested	bɔɽo bon / didi		Printed as a slash-separated response on one line.	826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L025	138	younger brother	0	A	site-code-A	target	1	blank			Printed “no entry”.	826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L026	138	younger brother	1	B	site-code-B	target	1	attested	babu			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L027	138	younger brother	2	C	site-code-C	target	1	attested	iŋgris			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L026	138	younger brother	1	D	site-code-D	target	1	attested	babu			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L027	138	younger brother	2	E	site-code-E	target	1	attested	iŋgris			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L028	138	younger brother	3	0	Bangla	control	1	attested	tʃʰoʈo bʰai̯			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L029	139	younger sister	0	A	site-code-A	target	1	blank			Printed “no entry”.	826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L030	139	younger sister	1	B	site-code-B	target	1	attested	maja			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L031	139	younger sister	2	C	site-code-C	target	1	attested	iŋgri			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L030	139	younger sister	1	D	site-code-D	target	1	attested	maja			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L031	139	younger sister	2	E	site-code-E	target	1	attested	iŋgri			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L032	139	younger sister	3	0	Bangla	control	1	attested	tʃʰoʈo bon			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L033	140	friend	0	A	site-code-A	target	1	blank			Printed “no entry”.	826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L035	140	friend	1	B	site-code-B	target	1	attested	ʃaŋxi			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L034	140	friend	1	C	site-code-C	target	1	attested	ʃaŋgi			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L034	140	friend	1	D	site-code-D	target	1	attested	ʃaŋgi			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L036	140	friend	2	E	site-code-E	target	1	attested	bondʰu			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L036	140	friend	2	0	Bangla	control	1	attested	bondʰu			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
