physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
45	44	P045-L042	111	elbow	5	A	site-code-A	target	1	attested	kihini			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L038	111	elbow	1	B	site-code-B	target	1	attested	girxa			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L038	111	elbow	1	C	site-code-C	target	1	attested	girxa			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L039	111	elbow	2	D	site-code-D	target	1	attested	guʃa			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L040	111	elbow	3	E	site-code-E	target	1	attested	mogra			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L041	111	elbow	4	0	Bangla	control	1	attested	konui			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L043	112	hand	0	A	site-code-A	target	1	blank			Printed “no entry”.	e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L044	112	hand	1	B	site-code-B	target	1	attested	xɛtkʰɛ			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L045	112	hand	1	C	site-code-C	target	1	attested	xɛtkʰa			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L045	112	hand	1	D	site-code-D	target	1	attested	xɛtkʰa			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L045	112	hand	1	E	site-code-E	target	1	attested	xɛtkʰa			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L046	112	hand	2	0	Bangla	control	1	attested	hat			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L052	113	palm	5	A	site-code-A	target	1	attested	tɛrhɛti			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L048	113	palm	1	B	site-code-B	target	1	attested	xɛtkʰɛtali			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L049	113	palm	2	C	site-code-C	target	1	attested	taroa			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L050	113	palm	3	D	site-code-D	target	1	attested	tali			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L047	113	palm	1	E	site-code-E	target	1	attested	xɛtkʰatala			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L051	113	palm	4	0	Bangla	control	1	attested	hatɛr tola			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L053	114	finger	1	A	site-code-A	target	1	attested	ɛŋgul		Site A has two separately printed responses; this line is retained separately as printed.	e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L055	114	finger	2	A	site-code-A	target	2	attested	ɛŋgul		Site A has two separately printed responses; this line is retained separately as printed.	e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L054	114	finger	1	B	site-code-B	target	1	attested	aŋgli			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L054	114	finger	1	C	site-code-C	target	1	attested	aŋgli			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L054	114	finger	1	D	site-code-D	target	1	attested	aŋgli			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L054	114	finger	1	E	site-code-E	target	1	attested	aŋgli			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
45	44	P045-L056	114	finger	2	0	Bangla	control	1	attested	aŋgur			e7fd9d9b2c86eb59c5c9e48c0901cd81c06c87e0127eec280b83e1b0dcb3538d
46	45	P046-L001	115	fingernail	1	A	site-code-A	target	1	attested	orokʰ			d09898f5a931b2897783a6b517c18dca6dc8df464faa53ec717ea91700b6dbd4
46	45	P046-L002	115	fingernail	1	B	site-code-B	target	1	attested	orox			d09898f5a931b2897783a6b517c18dca6dc8df464faa53ec717ea91700b6dbd4
46	45	P046-L002	115	fingernail	1	C	site-code-C	target	1	attested	orox			d09898f5a931b2897783a6b517c18dca6dc8df464faa53ec717ea91700b6dbd4
46	45	P046-L002	115	fingernail	1	D	site-code-D	target	1	attested	orox			d09898f5a931b2897783a6b517c18dca6dc8df464faa53ec717ea91700b6dbd4
46	45	P046-L002	115	fingernail	1	E	site-code-E	target	1	attested	orox			d09898f5a931b2897783a6b517c18dca6dc8df464faa53ec717ea91700b6dbd4
46	45	P046-L003	115	fingernail	2	0	Bangla	control	1	attested	nɔk			d09898f5a931b2897783a6b517c18dca6dc8df464faa53ec717ea91700b6dbd4
46	45	P046-L004	116	knee	0	A	site-code-A	target	1	blank			Printed “no entry”.	d09898f5a931b2897783a6b517c18dca6dc8df464faa53ec717ea91700b6dbd4
