physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
42	41	P042-L012	51	coconut (ripe)	0	A	site-code-A	target	1	blank			Printed “no entry”.	691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L013	51	coconut (ripe)	1	B	site-code-B	target	1	attested	narikɛl			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L013	51	coconut (ripe)	1	C	site-code-C	target	1	attested	narikɛl			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L013	51	coconut (ripe)	1	D	site-code-D	target	1	attested	narikɛl			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L013	51	coconut (ripe)	1	E	site-code-E	target	1	attested	narikɛl			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L013	51	coconut (ripe)	1	0	Bangla	control	1	attested	narikɛl			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L015	52	banana	1	A	site-code-A	target	1	attested	kɛrɛ			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L014	52	banana	1	B	site-code-B	target	1	attested	kɔla			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L014	52	banana	1	C	site-code-C	target	1	attested	kɔla			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L014	52	banana	1	D	site-code-D	target	1	attested	kɔla			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L014	52	banana	1	E	site-code-E	target	1	attested	kɔla			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L014	52	banana	1	0	Bangla	control	1	attested	kɔla			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L017	53	mango	1	A	site-code-A	target	1	attested	tɛtkɛ / tɛtxɛ		Printed slash-separated alternatives are retained together exactly as printed.	691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L016	53	mango	1	B	site-code-B	target	1	attested	ʈatxa			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L016	53	mango	1	C	site-code-C	target	1	attested	ʈatxa			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L016	53	mango	1	D	site-code-D	target	1	attested	ʈatxa			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L016	53	mango	1	E	site-code-E	target	1	attested	ʈatxa			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L018	53	mango	2	0	Bangla	control	1	attested	am			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L020	54	flower	1	A	site-code-A	target	1	attested	püp			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L019	54	flower	1	B	site-code-B	target	1	attested	pup			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L019	54	flower	1	C	site-code-C	target	1	attested	pup			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L019	54	flower	1	D	site-code-D	target	1	attested	pup			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L019	54	flower	1	E	site-code-E	target	1	attested	pup			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L021	54	flower	2	0	Bangla	control	1	attested	ful			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L022	55	seed	0	A	site-code-A	target	1	blank			Printed “no entry”.	691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L024	55	seed	1	B	site-code-B	target	1	attested	bit͜ʃi			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L025	55	seed	2	C	site-code-C	target	1	attested	bihini			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L025	55	seed	2	D	site-code-D	target	1	attested	bihini			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L025	55	seed	2	E	site-code-E	target	1	attested	bihini			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L023	55	seed	1	0	Bangla	control	1	attested	bid͜ʒ			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L026	56	sugarcane	0	A	site-code-A	target	1	blank			Printed “no entry”.	691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L029	56	sugarcane	1	B	site-code-B	target	1	attested	kusari			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L028	56	sugarcane	1	C	site-code-C	target	1	attested	kuʃari			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L027	56	sugarcane	1	D	site-code-D	target	1	attested	kuʃar			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L026	56	sugarcane	0	E	site-code-E	target	1	blank			Printed “no entry”.	691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L030	56	sugarcane	2	0	Bangla	control	1	attested	akʰ			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L031	57	betelnut	0	A	site-code-A	target	1	blank			Printed “no entry”.	691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L034	57	betelnut	2	B	site-code-B	target	1	attested	ʃupari			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L032	57	betelnut	1	C	site-code-C	target	1	attested	gua			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L032	57	betelnut	1	D	site-code-D	target	1	attested	gua			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
