physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
47	46	P047-L037	141	name	1	A	site-code-A	target	1	attested	nɛm			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L039	141	name	1	B	site-code-B	target	1	attested	namɛ			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L039	141	name	1	C	site-code-C	target	1	attested	namɛ			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L039	141	name	1	D	site-code-D	target	1	attested	namɛ			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L039	141	name	1	E	site-code-E	target	1	attested	namɛ			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L038	141	name	1	0	Bangla	control	1	attested	nam			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L042	142	village	3	A	site-code-A	target	1	attested	lɛⁱn			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L040	142	village	1	B	site-code-B	target	1	attested	padːa			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L040	142	village	1	C	site-code-C	target	1	attested	padːa			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L040	142	village	1	D	site-code-D	target	1	attested	padːa			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L040	142	village	1	E	site-code-E	target	1	attested	padːa			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L041	142	village	2	0	Bangla	control	1	attested	gram			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L043	143	house	1	A	site-code-A	target	1	attested	ɛrɛpɛ			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L044	143	house	1	B	site-code-B	target	1	attested	ɛrpa			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L044	143	house	1	C	site-code-C	target	1	attested	ɛrpa			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L044	143	house	1	D	site-code-D	target	1	attested	ɛrpa			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L044	143	house	1	E	site-code-E	target	1	attested	ɛrpa			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L045	143	house	2	0	Bangla	control	1	attested	baɽi / gʰor		Printed as a slash-separated response on one line.	826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L048	144	door	1	A	site-code-A	target	1	attested	bɛli			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L047	144	door	1	B	site-code-B	target	1	attested	bali			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L046	144	door	1	C	site-code-C	target	1	attested	bɛli			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
47	46	P047-L046	144	door	1	D	site-code-D	target	1	attested	bɛli			826017bd8f270c01f07130290e70b400796d90d7c4b4a857935eda230de6238a
