physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
52	51	P052-L038	231	seven	1	A	site-code-A	target	1	attested	sat			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L037	231	seven	1	B	site-code-B	target	1	attested	ʃat			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L037	231	seven	1	C	site-code-C	target	1	attested	ʃat			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L037	231	seven	1	D	site-code-D	target	1	attested	ʃat			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L037	231	seven	1	E	site-code-E	target	1	attested	ʃat			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L037	231	seven	1	0	Bangla	control	1	attested	ʃat			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L040	232	eight	2	A	site-code-A	target	1	attested	ɛtʰ			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L039	232	eight	1	B	site-code-B	target	1	attested	aʈ			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L039	232	eight	1	C	site-code-C	target	1	attested	aʈ			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L039	232	eight	1	D	site-code-D	target	1	attested	aʈ			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L039	232	eight	1	E	site-code-E	target	1	attested	aʈ			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L039	232	eight	1	0	Bangla	control	1	attested	aʈ			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L041	233	nine	1	A	site-code-A	target	1	attested	nɛᵘ			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L042	233	nine	1	B	site-code-B	target	1	attested	nɔi̯			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L042	233	nine	1	C	site-code-C	target	1	attested	nɔi̯			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L042	233	nine	1	D	site-code-D	target	1	attested	nɔi̯			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L042	233	nine	1	E	site-code-E	target	1	attested	nɔi̯			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L042	233	nine	1	0	Bangla	control	1	attested	nɔi̯			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L043	234	ten	1	A	site-code-A	target	1	attested	dɛs			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L044	234	ten	1	B	site-code-B	target	1	attested	dɔʃ			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L044	234	ten	1	C	site-code-C	target	1	attested	dɔʃ			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L044	234	ten	1	D	site-code-D	target	1	attested	dɔʃ			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L044	234	ten	1	E	site-code-E	target	1	attested	dɔʃ			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L044	234	ten	1	0	Bangla	control	1	attested	dɔʃ			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L046	235	eleven	1	A	site-code-A	target	1	attested	gɛrɛ			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L045	235	eleven	1	B	site-code-B	target	1	attested	ægaro			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L045	235	eleven	1	C	site-code-C	target	1	attested	ægaro			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L045	235	eleven	1	D	site-code-D	target	1	attested	ægaro			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L045	235	eleven	1	E	site-code-E	target	1	attested	ægaro			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L045	235	eleven	1	0	Bangla	control	1	attested	ægaro			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L047	236	twelve	1	A	site-code-A	target	1	attested	bɛrɛ			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L048	236	twelve	1	B	site-code-B	target	1	attested	baro			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L048	236	twelve	1	C	site-code-C	target	1	attested	baro			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L048	236	twelve	1	D	site-code-D	target	1	attested	baro			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L048	236	twelve	1	E	site-code-E	target	1	attested	baro			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L048	236	twelve	1	0	Bangla	control	1	attested	baro			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
53	52	P053-L001	237	twenty	1	A	site-code-A	target	1	attested	bis			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L002	237	twenty	1	B	site-code-B	target	1	attested	biʃ			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L002	237	twenty	1	C	site-code-C	target	1	attested	biʃ			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L002	237	twenty	1	D	site-code-D	target	1	attested	biʃ			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L002	237	twenty	1	E	site-code-E	target	1	attested	biʃ			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L002	237	twenty	1	0	Bangla	control	1	attested	biʃ			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L004	238	hundred	2	A	site-code-A	target	1	attested	sɛᵘ			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L003	238	hundred	1	B	site-code-B	target	1	attested	ʃɔ			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L003	238	hundred	1	C	site-code-C	target	1	attested	ʃɔ			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
