line_id	item	gloss	group	site_codes	status	confidence	form	visible_base	note
P047-L037	141	name	1	A	attested	high	nɛm		
P047-L038	141	name	1	0	attested	high	nam		
P047-L039	141	name	1	BCDE	attested	high	namɛ		
P047-L040	142	village	1	BCDE	attested	high	padːa		
P047-L041	142	village	2	0	attested	high	gram		
P047-L042	142	village	3	A	attested	high	lɛⁱn		
P047-L043	143	house	1	A	attested	high	ɛrɛpɛ		
P047-L044	143	house	1	BCDE	attested	high	ɛrpa		
P047-L045	143	house	2	0	attested	high	baɽi / gʰor		Printed as a slash-separated response on one line.
P047-L046	144	door	1	CDE	attested	high	bɛli		
P047-L047	144	door	1	B	attested	high	bali		
P047-L048	144	door	1	A	attested	high	bɛli		
P047-L049	144	door	2	0	attested	high	dɔrdʒa		
P047-L050	145	window	0	A	blank	high			Printed “no entry”.
P047-L051	145	window	1	BCDE	attested	high	dʒanla		
P047-L052	145	window	1	0	attested	high	dʒanala		
P047-L053	146	roof	1	B	attested	high	tʰat		
P047-L054	146	roof	2	CDE	attested	high	tʃal		
P047-L055	146	roof	3	0	attested	high	tʃʰad		
P047-L056	146	roof	4	A	attested	high	tʃʰɛⁱn		
P048-L001	147	wall of house	0	A	blank	high			Printed “no entry”.
P048-L002	147	wall of house	1	DE	attested	high	pɛtʃi		Site E has two separately printed responses; this line is retained separately as printed.
P048-L003	147	wall of house	2	0BCE	attested	high	dɛal		Site E has two separately printed responses; this line is retained separately as printed.
P048-L004	148	pillow	0	A	blank	high			Printed “no entry”.
P048-L005	148	pillow	1	0BCDE	attested	high	baliʃ		
P048-L006	149	blanket	0	A	blank	high			Printed “no entry”.
P048-L007	149	blanket	1	C	attested	high	duʃa		Site C has two separately printed responses; this line is retained separately as printed.
P048-L008	149	blanket	2	D	attested	high	kamɽa		
P048-L009	149	blanket	3	0BCE	attested	high	kɔmbol		Site C has two separately printed responses; this line is retained separately as printed.
P048-L010	150	ring (on finger)	1	B	attested	high	mukti		
P048-L011	150	ring (on finger)	1	CDE	attested	high	mutdi		Site E has two separately printed responses; this line is retained separately as printed.
P048-L012	150	ring (on finger)	2	0E	attested	high	aŋti		Site E has two separately printed responses; this line is retained separately as printed.
P048-L013	150	ring (on finger)	2	A	attested	high	əŋti		
