physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
53	52	P053-L040	251	thin	0	A	site-code-A	target	1	blank			Printed “no entry”.	63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L043	251	thin	1	B	site-code-B	target	1	attested	saruha			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L043	251	thin	1	C	site-code-C	target	1	attested	saruha			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L041	251	thin	1	D	site-code-D	target	1	attested	ʃarua			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L042	251	thin	1	E	site-code-E	target	1	attested	ʃaruɛ			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L044	251	thin	2	0	Bangla	control	1	attested	tʃikon			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L045	252	wide, broad	0	A	site-code-A	target	1	blank			Printed “no entry”.	63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L046	252	wide, broad	1	B	site-code-B	target	1	attested	tʃakar			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L046	252	wide, broad	1	C	site-code-C	target	1	attested	tʃakar			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L046	252	wide, broad	1	D	site-code-D	target	1	attested	tʃakar			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L047	252	wide, broad	2	E	site-code-E	target	1	attested	tʃɛpta			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L048	252	wide, broad	3	0	Bangla	control	1	attested	tʃɔra			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L049	253	narrow	0	A	site-code-A	target	1	blank			Printed “no entry”.	63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L051	253	narrow	1	B	site-code-B	target	1	attested	saruha			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L051	253	narrow	1	C	site-code-C	target	1	attested	saruha			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L051	253	narrow	1	D	site-code-D	target	1	attested	saruha			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L050	253	narrow	1	E	site-code-E	target	1	attested	ʃaruhɛ			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L052	253	narrow	2	0	Bangla	control	1	attested	ʃɔru			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L053	254	deep	0	A	site-code-A	target	1	blank			Printed “no entry”.	63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L054	254	deep	1	B	site-code-B	target	1	attested	gaɖːi			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L054	254	deep	1	C	site-code-C	target	1	attested	gaɖːi			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L054	254	deep	1	D	site-code-D	target	1	attested	gaɖːi			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L054	254	deep	1	E	site-code-E	target	1	attested	gaɖːi			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
53	52	P053-L055	254	deep	2	0	Bangla	control	1	attested	gobʰir			63b558e55499b53ca1c6c110af674e555eb4522c86f98d65c36664cc5fbbf381
54	53	P054-L001	255	shallow	0	A	site-code-A	target	1	blank			Printed “no entry”.	883c0edbe3cc51069187ab56854259e757a38801444369680a3d35f7f479717a
54	53	P054-L002	255	shallow	1	B	site-code-B	target	1	attested	tʰorɛ			883c0edbe3cc51069187ab56854259e757a38801444369680a3d35f7f479717a
54	53	P054-L001	255	shallow	0	C	site-code-C	target	1	blank			Printed “no entry”.	883c0edbe3cc51069187ab56854259e757a38801444369680a3d35f7f479717a
54	53	P054-L003	255	shallow	2	D	site-code-D	target	1	attested	dipːa			883c0edbe3cc51069187ab56854259e757a38801444369680a3d35f7f479717a
54	53	P054-L004	255	shallow	2	E	site-code-E	target	1	attested	dipːɛ			883c0edbe3cc51069187ab56854259e757a38801444369680a3d35f7f479717a
54	53	P054-L005	255	shallow	3	0	Bangla	control	1	attested	ɔgobʰir			883c0edbe3cc51069187ab56854259e757a38801444369680a3d35f7f479717a
54	53	P054-L006	256	full (cup)	0	A	site-code-A	target	1	blank			Printed “no entry”.	883c0edbe3cc51069187ab56854259e757a38801444369680a3d35f7f479717a
54	53	P054-L007	256	full (cup)	1	B	site-code-B	target	1	attested	nind			883c0edbe3cc51069187ab56854259e757a38801444369680a3d35f7f479717a
54	53	P054-L007	256	full (cup)	1	C	site-code-C	target	1	attested	nind			883c0edbe3cc51069187ab56854259e757a38801444369680a3d35f7f479717a
54	53	P054-L007	256	full (cup)	1	D	site-code-D	target	1	attested	nind			883c0edbe3cc51069187ab56854259e757a38801444369680a3d35f7f479717a
54	53	P054-L007	256	full (cup)	1	E	site-code-E	target	1	attested	nind			883c0edbe3cc51069187ab56854259e757a38801444369680a3d35f7f479717a
54	53	P054-L008	256	full (cup)	2	0	Bangla	control	1	attested	purno			883c0edbe3cc51069187ab56854259e757a38801444369680a3d35f7f479717a
54	53	P054-L009	257	empty (cup)	0	A	site-code-A	target	1	blank			Printed “no entry”.	883c0edbe3cc51069187ab56854259e757a38801444369680a3d35f7f479717a
