physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
51	50	P051-L032	211	to wash (face/hand)	0	A	site-code-A	target	1	blank			Printed “no entry”.	f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L033	211	to wash (face/hand)	1	B	site-code-B	target	1	attested	nor			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L033	211	to wash (face/hand)	1	C	site-code-C	target	1	attested	nor			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L033	211	to wash (face/hand)	1	D	site-code-D	target	1	attested	nor			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L033	211	to wash (face/hand)	1	E	site-code-E	target	1	attested	nor			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L034	211	to wash (face/hand)	2	0	Bangla	control	1	attested	dʰoa			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L035	212	to take bath	0	A	site-code-A	target	1	blank			Printed “no entry”.	f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L036	212	to take bath	1	B	site-code-B	target	1	attested	ɛm			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L036	212	to take bath	1	C	site-code-C	target	1	attested	ɛm			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L036	212	to take bath	1	D	site-code-D	target	1	attested	ɛm			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L036	212	to take bath	1	E	site-code-E	target	1	attested	ɛm			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L037	212	to take bath	2	0	Bangla	control	1	attested	gosol kɔra			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L038	213	to cut something	0	A	site-code-A	target	1	blank			Printed “no entry”.	f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L039	213	to cut something	1	B	site-code-B	target	1	attested	kʰand			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L039	213	to cut something	1	C	site-code-C	target	1	attested	kʰand			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L039	213	to cut something	1	D	site-code-D	target	1	attested	kʰand			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L039	213	to cut something	1	E	site-code-E	target	1	attested	kʰand			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L040	213	to cut something	2	0	Bangla	control	1	attested	kaʈa			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L043	214	to burn	3	A	site-code-A	target	1	attested	qɛŋkʰolɛli			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L041	214	to burn	1	B	site-code-B	target	1	attested	oldo			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L041	214	to burn	1	C	site-code-C	target	1	attested	oldo			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L041	214	to burn	1	D	site-code-D	target	1	attested	oldo			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L041	214	to burn	1	E	site-code-E	target	1	attested	oldo			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L042	214	to burn	2	0	Bangla	control	1	attested	poɽano			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L044	215	to buy	0	A	site-code-A	target	1	blank			Printed “no entry”.	f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L045	215	to buy	1	B	site-code-B	target	1	attested	xɛnd			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L045	215	to buy	1	C	site-code-C	target	1	attested	xɛnd			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L045	215	to buy	1	D	site-code-D	target	1	attested	xɛnd			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L045	215	to buy	1	E	site-code-E	target	1	attested	xɛnd			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L046	215	to buy	2	0	Bangla	control	1	attested	kena			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L047	216	to sell	0	A	site-code-A	target	1	blank			Printed “no entry”.	f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L048	216	to sell	1	B	site-code-B	target	1	attested	bis			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L048	216	to sell	1	C	site-code-C	target	1	attested	bis			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L049	216	to sell	1	D	site-code-D	target	1	attested	biʃ			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L049	216	to sell	1	E	site-code-E	target	1	attested	biʃ			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L050	216	to sell	2	0	Bangla	control	1	attested	bikri kɔra			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L051	217	to steal	0	A	site-code-A	target	1	blank			Printed “no entry”.	f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L052	217	to steal	1	B	site-code-B	target	1	attested	xar			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L053	217	to steal	2	C	site-code-C	target	1	attested	har			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L053	217	to steal	2	D	site-code-D	target	1	attested	har			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L053	217	to steal	2	E	site-code-E	target	1	attested	har			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L054	217	to steal	3	0	Bangla	control	1	attested	tʃuri kɔra			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
52	51	P052-L001	218	to lie, fib	0	A	site-code-A	target	1	blank			Printed “no entry”.	6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L001	218	to lie, fib	0	B	site-code-B	target	1	blank			Printed “no entry”.	6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L002	218	to lie, fib	1	C	site-code-C	target	1	attested	dʒut katʰa bo			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L002	218	to lie, fib	1	D	site-code-D	target	1	attested	dʒut katʰa bo			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L003	218	to lie, fib	2	E	site-code-E	target	1	attested	mitʰa bo			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L004	218	to lie, fib	2	0	Bangla	control	1	attested	mittʰa bɔla			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L005	219	to take	0	A	site-code-A	target	1	blank			Printed “no entry”.	6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L006	219	to take	1	B	site-code-B	target	1	attested	xo			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L007	219	to take	2	C	site-code-C	target	1	attested	ho			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L007	219	to take	2	D	site-code-D	target	1	attested	ho			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L007	219	to take	2	E	site-code-E	target	1	attested	ho			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L008	219	to take	3	0	Bangla	control	1	attested	nɛa			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L009	220	to give	1	A	site-code-A	target	1	attested	tʃi			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L009	220	to give	1	B	site-code-B	target	1	attested	tʃi			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L009	220	to give	1	C	site-code-C	target	1	attested	tʃi			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L009	220	to give	1	D	site-code-D	target	1	attested	tʃi			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L009	220	to give	1	E	site-code-E	target	1	attested	tʃi			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
52	51	P052-L010	220	to give	2	0	Bangla	control	1	attested	dɛa			6ed56b95d7351fc9207a7e2688a5665ca9bd508efdcbf780480d903878031171
