physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
49	48	P049-L022	171	path	0	A	site-code-A	target	1	not_used			Printed “[not used]” for the entire item.	3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L022	171	path	0	B	site-code-B	target	1	not_used			Printed “[not used]” for the entire item.	3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L022	171	path	0	C	site-code-C	target	1	not_used			Printed “[not used]” for the entire item.	3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L022	171	path	0	D	site-code-D	target	1	not_used			Printed “[not used]” for the entire item.	3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L022	171	path	0	E	site-code-E	target	1	not_used			Printed “[not used]” for the entire item.	3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L022	171	path	0	0	Bangla	control	1	not_used			Printed “[not used]” for the entire item.	3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L023	172	to go	1	A	site-code-A	target	1	attested	gəl			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L024	172	to go	1	B	site-code-B	target	1	attested	kal			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L024	172	to go	1	C	site-code-C	target	1	attested	kal			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L024	172	to go	1	D	site-code-D	target	1	attested	kal			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L024	172	to go	1	E	site-code-E	target	1	attested	kal			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L025	172	to go	2	0	Bangla	control	1	attested	dʒawa			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L026	173	to come	1	A	site-code-A	target	1	attested	bɛr			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L027	173	to come	1	B	site-code-B	target	1	attested	bar			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L027	173	to come	1	C	site-code-C	target	1	attested	bar			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L027	173	to come	1	D	site-code-D	target	1	attested	bar			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L027	173	to come	1	E	site-code-E	target	1	attested	bar			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
49	48	P049-L028	173	to come	2	0	Bangla	control	1	attested	aʃa			3961f6abf6887b0b57f57651e7c9f795f057cc2140fd6a1fcad0ba556096698c
