physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
50	49	P050-L026	191	to bite	3	A	site-code-A	target	1	attested	ɛlːɛ purmija			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L024	191	to bite	1	B	site-code-B	target	1	attested	tʃab			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L024	191	to bite	1	C	site-code-C	target	1	attested	tʃab			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L024	191	to bite	1	D	site-code-D	target	1	attested	tʃab			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L024	191	to bite	1	E	site-code-E	target	1	attested	tʃab			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L025	191	to bite	2	0	Bangla	control	1	attested	kamɽano			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L027	192	to laugh	0	A	site-code-A	target	1	blank			Printed “no entry”.	27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L029	192	to laugh	1	B	site-code-B	target	1	attested	alxo			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L028	192	to laugh	1	C	site-code-C	target	1	attested	alkʰo			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L028	192	to laugh	1	D	site-code-D	target	1	attested	alkʰo			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L028	192	to laugh	1	E	site-code-E	target	1	attested	alkʰo			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L030	192	to laugh	2	0	Bangla	control	1	attested	haʃa			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
50	49	P050-L033	193	to speak	3	A	site-code-A	target	1	attested	tʰeⁱŋgɛ			27e740e67e861b0f7a1fd1c98e255b9d88ea4c910e577b677d5cf73718dce601
