physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
42	41	P042-L047	61	oil	1	A	site-code-A	target	1	attested	isuŋ			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L047	61	oil	1	B	site-code-B	target	1	attested	isuŋ			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L046	61	oil	1	C	site-code-C	target	1	attested	iʃuŋ			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L045	61	oil	1	D	site-code-D	target	1	attested	iʃun			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L046	61	oil	1	E	site-code-E	target	1	attested	iʃuŋ			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L048	61	oil	2	0	Bangla	control	1	attested	tɛl			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L049	62	meat	1	A	site-code-A	target	1	attested	ɛhɛrɛ			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L051	62	meat	1	B	site-code-B	target	1	attested	ahɛra			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L050	62	meat	1	C	site-code-C	target	1	attested	ahara			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L050	62	meat	1	D	site-code-D	target	1	attested	ahara			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L050	62	meat	1	E	site-code-E	target	1	attested	ahara			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L052	62	meat	2	0	Bangla	control	1	attested	maŋʃo			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L054	63	salt	1	A	site-code-A	target	1	attested	bɛⁱk			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L053	63	salt	1	B	site-code-B	target	1	attested	bɛk			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L053	63	salt	1	C	site-code-C	target	1	attested	bɛk			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L053	63	salt	1	D	site-code-D	target	1	attested	bɛk			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
42	41	P042-L053	63	salt	1	E	site-code-E	target	1	attested	bɛk			691e3a92fc69930111ee1a5f4b66cdbca12dc8b182bb59075dfd36840ce8564c
