physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
51	50	P051-L001	201	to play	0	A	site-code-A	target	1	blank			Printed “no entry”.	f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L002	201	to play	1	B	site-code-B	target	1	attested	bɛtʃ			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L002	201	to play	1	C	site-code-C	target	1	attested	bɛtʃ			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L002	201	to play	1	D	site-code-D	target	1	attested	bɛtʃ			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L002	201	to play	1	E	site-code-E	target	1	attested	bɛtʃ			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L003	201	to play	2	0	Bangla	control	1	attested	kʰɛla			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L004	202	to dance	0	A	site-code-A	target	1	blank			Printed “no entry”.	f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L005	202	to dance	1	B	site-code-B	target	1	attested	bɛtʃ			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L006	202	to dance	2	C	site-code-C	target	1	attested	nal			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L005	202	to dance	1	D	site-code-D	target	1	attested	bɛtʃ			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L006	202	to dance	2	D	site-code-D	target	2	attested	nal			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
51	50	P051-L005	202	to dance	1	E	site-code-E	target	1	attested	bɛtʃ			f523942c92303f3df63204c0d74ae05f6d0213fb674c8006c0d98b2c5f32024e
