physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
56	55	P056-L044	301	2s (honorific)	0	A	site-code-A	target	1	not_used			Printed “[not used]” for the entire item.	c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L044	301	2s (honorific)	0	B	site-code-B	target	1	not_used			Printed “[not used]” for the entire item.	c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L044	301	2s (honorific)	0	C	site-code-C	target	1	not_used			Printed “[not used]” for the entire item.	c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L044	301	2s (honorific)	0	D	site-code-D	target	1	not_used			Printed “[not used]” for the entire item.	c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L044	301	2s (honorific)	0	E	site-code-E	target	1	not_used			Printed “[not used]” for the entire item.	c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L044	301	2s (honorific)	0	0	Bangla	control	1	not_used			Printed “[not used]” for the entire item.	c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L045	302	3s (generic/male)	1	A	site-code-A	target	1	attested	ɛs			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L046	302	3s (generic/male)	1	B	site-code-B	target	1	attested	as			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L046	302	3s (generic/male)	1	C	site-code-C	target	1	attested	as			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L046	302	3s (generic/male)	1	D	site-code-D	target	1	attested	as			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L046	302	3s (generic/male)	1	E	site-code-E	target	1	attested	as			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L047	302	3s (generic/male)	2	0	Bangla	control	1	attested	ʃɛ			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L050	303	3s (female)	3	A	site-code-A	target	1	attested	ɛs			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L048	303	3s (female)	1	B	site-code-B	target	1	attested	ad			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L048	303	3s (female)	1	C	site-code-C	target	1	attested	ad			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L048	303	3s (female)	1	D	site-code-D	target	1	attested	ad			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L048	303	3s (female)	1	E	site-code-E	target	1	attested	ad			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L049	303	3s (female)	2	0	Bangla	control	1	attested	ʃɛ			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L051	304	1p	1	A	site-code-A	target	1	attested	ɛn			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L052	304	1p	2	B	site-code-B	target	1	attested	em / nam			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L052	304	1p	2	C	site-code-C	target	1	attested	em / nam			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L052	304	1p	2	D	site-code-D	target	1	attested	em / nam			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L052	304	1p	2	E	site-code-E	target	1	attested	em / nam			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
56	55	P056-L053	304	1p	3	0	Bangla	control	1	attested	amra			c6088d6a0caa5d26d56f8d6df2b4a8eef1875e2c7f98fd408c98fe1473a71f38
57	56	P057-L001	305	2p (familiar)	1	A	site-code-A	target	1	attested	nɪn			84c0739aeaef327886753b5c2dd4f95c48f48e14b885cbe39756f76e84badd1d
57	56	P057-L002	305	2p (familiar)	1	B	site-code-B	target	1	attested	nim			84c0739aeaef327886753b5c2dd4f95c48f48e14b885cbe39756f76e84badd1d
57	56	P057-L002	305	2p (familiar)	1	C	site-code-C	target	1	attested	nim			84c0739aeaef327886753b5c2dd4f95c48f48e14b885cbe39756f76e84badd1d
57	56	P057-L002	305	2p (familiar)	1	D	site-code-D	target	1	attested	nim			84c0739aeaef327886753b5c2dd4f95c48f48e14b885cbe39756f76e84badd1d
57	56	P057-L002	305	2p (familiar)	1	E	site-code-E	target	1	attested	nim			84c0739aeaef327886753b5c2dd4f95c48f48e14b885cbe39756f76e84badd1d
57	56	P057-L003	305	2p (familiar)	2	0	Bangla	control	1	attested	tomra			84c0739aeaef327886753b5c2dd4f95c48f48e14b885cbe39756f76e84badd1d
57	56	P057-L004	306	2p (honorific)	0	A	site-code-A	target	1	not_used			Printed “[not used]” for the entire item.	84c0739aeaef327886753b5c2dd4f95c48f48e14b885cbe39756f76e84badd1d
57	56	P057-L004	306	2p (honorific)	0	B	site-code-B	target	1	not_used			Printed “[not used]” for the entire item.	84c0739aeaef327886753b5c2dd4f95c48f48e14b885cbe39756f76e84badd1d
57	56	P057-L004	306	2p (honorific)	0	C	site-code-C	target	1	not_used			Printed “[not used]” for the entire item.	84c0739aeaef327886753b5c2dd4f95c48f48e14b885cbe39756f76e84badd1d
57	56	P057-L004	306	2p (honorific)	0	D	site-code-D	target	1	not_used			Printed “[not used]” for the entire item.	84c0739aeaef327886753b5c2dd4f95c48f48e14b885cbe39756f76e84badd1d
57	56	P057-L004	306	2p (honorific)	0	E	site-code-E	target	1	not_used			Printed “[not used]” for the entire item.	84c0739aeaef327886753b5c2dd4f95c48f48e14b885cbe39756f76e84badd1d
57	56	P057-L004	306	2p (honorific)	0	0	Bangla	control	1	not_used			Printed “[not used]” for the entire item.	84c0739aeaef327886753b5c2dd4f95c48f48e14b885cbe39756f76e84badd1d
