line_id	item	gloss	group	site_codes	status	confidence	form	visible_base	note
P042-L045	61	oil	1	D	attested	high	iʃun		
P042-L046	61	oil	1	CE	attested	high	iʃuŋ		
P042-L047	61	oil	1	AB	attested	high	isuŋ		
P042-L048	61	oil	2	0	attested	high	tɛl		
P042-L049	62	meat	1	A	attested	high	ɛhɛrɛ		
P042-L050	62	meat	1	CDE	attested	high	ahara		
P042-L051	62	meat	1	B	attested	high	ahɛra		
P042-L052	62	meat	2	0	attested	high	maŋʃo		
P042-L053	63	salt	1	BCDE	attested	high	bɛk		
P042-L054	63	salt	1	A	attested	high	bɛⁱk		
P042-L055	63	salt	2	0	attested	high	lɔbon / nun		Printed slash-separated alternatives are retained together exactly as printed.
P042-L056	64	onion	1	0BCDE	attested	high	pɛad͜ʒ		
P042-L057	64	onion	1	A	attested	high	pĩjɛd͜ʒ		
P043-L001	65	garlic	1	A	attested	high	rɛsɛri		
P043-L002	65	garlic	1	B	attested	high	rasri		
P043-L003	65	garlic	1	CDE	attested	high	rasri		
P043-L004	65	garlic	2	0	attested	high	rɔʃun		
P043-L005	66	pepper	1	CD	attested	high	mɛrt͜ʃa		
P043-L006	66	pepper	1	B	attested	high	marit͜ʃa		Site B has two separately printed responses; this line is retained separately as printed.
P043-L007	66	pepper	1	E	attested	high	mart͜ʃɛ		
P043-L008	66	pepper	1	A	attested	high	mɛrt͜ʃɛⁱ		
P043-L009	66	pepper	2	B	attested	high	marit͜ʃa		Site B has two separately printed responses; this line is retained separately as printed.
P043-L010	66	pepper	2	0	attested	high	morit͜ʃ		
P043-L011	67	elephant	0	A	blank	high			Printed “no entry”.
P043-L012	67	elephant	1	0BCDE	attested	high	hati		
P043-L013	68	tiger	0	A	blank	high			Printed “no entry”.
P043-L014	68	tiger	1	BCDE	attested	high	lakra		
P043-L015	68	tiger	2	0	attested	high	bagʰ		
P043-L016	69	bear	0	A	blank	high			Printed “no entry”.
P043-L017	69	bear	1	CD	attested	high	bʰalu		
P043-L018	69	bear	1	0BE	attested	high	bʰaluk		
P043-L019	70	deer	0	A	blank	high			Printed “no entry”.
P043-L020	70	deer	1	C	attested	high	hɛrin		
P043-L021	70	deer	1	D	attested	high	harin		
P043-L022	70	deer	1	0BE	attested	high	horin		
