physical_page	printed_page	line_id	item	gloss	group	site_code	site	role	site_variant	status	form	visible_base	note	evidence_sha256
48	47	P048-L039	161	axe	1	A	site-code-A	target	1	attested	təŋgə			9b085fe9413daa4926c5004f910e9cf0f551d301d3cacf0c361cbc9b78a4582b
48	47	P048-L040	161	axe	1	B	site-code-B	target	1	attested	toŋːɛ			9b085fe9413daa4926c5004f910e9cf0f551d301d3cacf0c361cbc9b78a4582b
48	47	P048-L040	161	axe	1	C	site-code-C	target	1	attested	toŋːɛ			9b085fe9413daa4926c5004f910e9cf0f551d301d3cacf0c361cbc9b78a4582b
48	47	P048-L040	161	axe	1	D	site-code-D	target	1	attested	toŋːɛ			9b085fe9413daa4926c5004f910e9cf0f551d301d3cacf0c361cbc9b78a4582b
48	47	P048-L041	161	axe	1	E	site-code-E	target	1	attested	toŋgɛ			9b085fe9413daa4926c5004f910e9cf0f551d301d3cacf0c361cbc9b78a4582b
48	47	P048-L042	161	axe	2	0	Bangla	control	1	attested	kutʰar			9b085fe9413daa4926c5004f910e9cf0f551d301d3cacf0c361cbc9b78a4582b
48	47	P048-L043	162	bow	0	A	site-code-A	target	1	blank			Printed “no entry”.	9b085fe9413daa4926c5004f910e9cf0f551d301d3cacf0c361cbc9b78a4582b
48	47	P048-L046	162	bow	3	B	site-code-B	target	1	attested	dʰɔnuk			9b085fe9413daa4926c5004f910e9cf0f551d301d3cacf0c361cbc9b78a4582b
48	47	P048-L044	162	bow	1	C	site-code-C	target	1	attested	guntʰa			9b085fe9413daa4926c5004f910e9cf0f551d301d3cacf0c361cbc9b78a4582b
48	47	P048-L044	162	bow	1	D	site-code-D	target	1	attested	guntʰa			9b085fe9413daa4926c5004f910e9cf0f551d301d3cacf0c361cbc9b78a4582b
48	47	P048-L045	162	bow	2	E	site-code-E	target	1	attested	tʃiɛri			9b085fe9413daa4926c5004f910e9cf0f551d301d3cacf0c361cbc9b78a4582b
48	47	P048-L046	162	bow	3	0	Bangla	control	1	attested	dʰɔnuk			9b085fe9413daa4926c5004f910e9cf0f551d301d3cacf0c361cbc9b78a4582b
48	47	P048-L047	163	arrow	0	A	site-code-A	target	1	not_used			Printed “[not used]” for the entire item.	9b085fe9413daa4926c5004f910e9cf0f551d301d3cacf0c361cbc9b78a4582b
