Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
S031_RDG	hətuɾə	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S031 hammer; list A. Rabha / Rongdani; right table; both schwas and medial tap visibly confirmed
S031_MTR	hətuɾə	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S031 hammer; list B. Rabha / Maituri; right table; both schwas and medial tap visibly confirmed
S032_RDG	kɑŋkə, tʃ̑ɑku	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S032 knife (small); list A. Rabha / Rongdani; right table; two comma-separated alternatives retained; final schwa and source's small inverted breve on ʃ visibly confirmed
S032_MTR	kɑtɾɑʲ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S032 knife (small); list B. Rabha / Maituri; right table; medial tap and final palatal offglide visibly confirmed
S033_RDG	bɑ́keŋ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S033 axe; list A. Rabha / Rongdani; right table; acute accent visibly confirmed
S033_MTR	bɑkeŋ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S033 axe; list B. Rabha / Maituri; right table; no accent printed
S034_RDG	pɑgɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S034 rope; list A. Rabha / Rongdani; right table; printed double-storey g retained
S034_MTR	duɾi	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S034 rope; list B. Rabha / Maituri; right table; medial tap visibly confirmed
S035_RDG	liŋtɑŋ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S035 thread; list A. Rabha / Rongdani; right table; both engma glyphs visibly confirmed
S035_MTR	nentɑŋ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S035 thread; list B. Rabha / Maituri; right table
S036_RDG	bizi	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S036 needle; list A. Rabha / Rongdani; right table
S036_MTR	bid͡ʒi	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S036 needle; list B. Rabha / Maituri; right table; tied d͡ʒ visibly confirmed
S037_RDG	nen	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S037 cloth; list A. Rabha / Rongdani; right table
S037_MTR	nen	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S037 cloth; list B. Rabha / Maituri; right table
S038_RDG	tʃ̑ətʃ̑əkɑm	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S038 ring; list A. Rabha / Rongdani; right table; both schwas and both source small inverted breves on ʃ visibly confirmed
S038_MTR	tɑsikɑm	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.24; printed p.20; source-order item S038 ring; list B. Rabha / Maituri; right table
S039_RDG	ɾɑŋsɑŋ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.25; printed p.21; source-order item S039 sun; list A. Rabha / Rongdani; left table; initial tap and both engma glyphs visibly confirmed
S039_MTR	ɾɑŋsɑŋ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.25; printed p.21; source-order item S039 sun; list B. Rabha / Maituri; left table; initial tap and both engma glyphs visibly confirmed
S040_RDG	lɑŋgɾe	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.25; printed p.21; source-order item S040 moon; list A. Rabha / Rongdani; left table; printed double-storey g and following tap visibly distinguished
S040_MTR	ɾɑŋɾi	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.25; printed p.21; source-order item S040 moon; list B. Rabha / Maituri; left table; both taps visibly confirmed
