Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
S101_RDG	qɑj sɑ́bɾɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.28; printed p.24; source-order item S101 child; list A. Rabha / Rongdani; right table; q, baseline j, internal space, acute accent on open back vowel, tap, and open back vowels visibly confirmed at targeted zoom
S101_MTR	kɑʲ sowɾɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.28; printed p.24; source-order item S101 child; list B. Rabha / Maituri; right table; superscript palatal offglide, internal space, tap, and final open back vowel visibly confirmed
S102_RDG	bɑbɑ, bɑbɾɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S102 father; list A. Rabha / Rongdani; left table; two comma-separated alternatives, open back vowels, and second-alternative tap visibly confirmed
S102_MTR	bɑwɾɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S102 father; list B. Rabha / Maituri; left table; w, following tap, and open back vowels visibly confirmed
S103_RDG	ɑjɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S103 mother; list A. Rabha / Rongdani; left table; baseline j and both open back vowels visibly confirmed
S103_MTR	d͡ʒibɾɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S103 mother; list B. Rabha / Maituri; left table; spanning affricate tie, tap, and final open back vowel visibly confirmed
S104_RDG	dɑdɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S104 older brother; list A. Rabha / Rongdani; left table; both open back vowels visibly confirmed
S104_MTR	dɑdɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S104 older brother; list B. Rabha / Maituri; left table; both open back vowels visibly confirmed
S105_RDG	pʰod͡ʒoŋ brɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S105 younger brother; list A. Rabha / Rongdani; left table; aspiration, spanning affricate tie, engma, internal space, and normal r visibly confirmed at targeted zoom
S105_MTR	pʰod͡ʒoŋ bɾɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S105 younger brother; list B. Rabha / Maituri; left table; aspiration, spanning affricate tie, engma, internal space, and tap visibly confirmed
S106_RDG	bibi	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S106 older sister; list A. Rabha / Rongdani; left table; all segments visibly confirmed
S106_MTR	bibi	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S106 older sister; list B. Rabha / Maituri; left table; all segments visibly confirmed
S107_RDG	nɑni	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S107 younger sister; list A. Rabha / Rongdani; left table; open back vowel visibly confirmed
S107_MTR	d͡ʒɑnɑbɾɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S107 younger sister; list B. Rabha / Maituri; left table; spanning affricate tie, tap, and open back vowels visibly confirmed
S108_RDG	musɑ sɑbɾɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S108 son; list A. Rabha / Rongdani; left table; internal space, tap, and open back vowels visibly confirmed
S108_MTR	sɑwɾɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S108 son; list B. Rabha / Maituri; left table; w, following tap, and open back vowels visibly confirmed
S109_RDG	métʃ̑ɑ sɑbɾɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S109 daughter; list A. Rabha / Rongdani; left table; acute accent, source's small inverted breve on ʃ, internal space, tap, and open back vowels visibly confirmed
S109_MTR	mitʃ̑ɑ sowɾɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S109 daughter; list B. Rabha / Maituri; left table; source's small inverted breve on ʃ, internal space, w, following tap, and open back vowels visibly confirmed
S110_RDG	umbɑ bəɾɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S110 husband; list A. Rabha / Rongdani; right table; internal space, schwa, tap, and open back vowels visibly confirmed
S110_MTR	mibɑbɾɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.29; printed p.25; source-order item S110 husband; list B. Rabha / Maituri; right table; tap and open back vowels visibly confirmed
