Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
S041_RDG	ɾɑŋkʰop	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.25; printed p.21; source-order item S041 sky; list A. Rabha / Rongdani; left table; initial tap, engma, and aspiration visibly confirmed
S041_MTR	ɾɑŋkʰop̚	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.25; printed p.21; source-order item S041 sky; list B. Rabha / Maituri; left table; initial tap, engma, aspiration, and final unreleased mark visibly confirmed
S042_RDG	ɑpʰe	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.25; printed p.21; source-order item S042 star; list A. Rabha / Rongdani; left table; aspiration visibly confirmed
S042_MTR	ɑpʰe	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.25; printed p.21; source-order item S042 star; list B. Rabha / Maituri; left table; aspiration visibly confirmed
S043_RDG	ɾɑŋ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.25; printed p.21; source-order item S043 rain; list A. Rabha / Rongdani; left table; initial tap and final engma visibly confirmed
S043_MTR	ɾɑŋ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.25; printed p.21; source-order item S043 rain; list B. Rabha / Maituri; left table; initial tap and final engma visibly confirmed
S044_RDG	tʃ̑ɪ̃ kɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.25; printed p.21; source-order item S044 water; list A. Rabha / Rongdani; left table; source's small inverted breve on ʃ, nasalized small-capital ɪ̃, and internal space visibly confirmed at targeted zoom
S044_MTR	tʃ̑kɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.25; printed p.21; source-order item S044 water; list B. Rabha / Maituri; left table; source's small inverted breve on ʃ visibly confirmed
S045_RDG	tɑmbɾoŋ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.25; printed p.21; source-order item S045 river; list A. Rabha / Rongdani; left table; medial tap and final engma visibly confirmed
S045_MTR	tʃ̑kɑ d͡ʒoɾɑ	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.25; printed p.21; source-order item S045 river; list B. Rabha / Maituri; left table; internal space, source's small inverted breve on ʃ, tied d͡ʒ, and tap visibly confirmed
