Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
1	body	NCH	Noiri-Chillare	33	27	left	ɖin	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	NPN	Noiri-Pannali	33	27	left	ɖiɭ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	NAS	Noiri-Astambha	33	27	left	ɖiɭ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	NGO	Noiri-Gomon	33	27	left	ɖin	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	BMU	Barutiya-Mutalwad	33	27	left	ɖiɭ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	DBM	Dungra Bhili-Mathwad	33	27	left	ɖine	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	DBA	Dungra Bhili-Ambadungar	33	27	left	ɖine	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	NTO	Nahali-Toranmal	33	27	left	ɖiɭ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	KNA	Kotli-Narayanpur	33	27	left	ɖiɭ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	KTA	Kotli-Taradi	33	27	left	aŋg	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	GTA	Gujari-Taradi	33	27	left	çʌrir	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	GUJ	Gujarati	33	27	left	ʃərir	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	MAR	Marati	33	27	left	sərir | ʌŋg	1 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	HIN	Hindi	33	27	left	ʃərir	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	NTE	Nahali-Tembhi	33	27	left	dʒju	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	TKO	Tukaithad-Korku	33	27	left	dʒju	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
1	body	NJA	Nihali-Jamod	33	27	left	pʌkor	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	NCH	Noiri-Chillare	33	27	left	mungo | mungo	2 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	NPN	Noiri-Pannali	33	27	left	munɖ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	NAS	Noiri-Astambha	33	27	left	mundko	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	NGO	Noiri-Gomon	33	27	left	munka	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	BMU	Barutiya-Mutalwad	33	27	left	mundkʌ	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	DBM	Dungra Bhili-Mathwad	33	27	left	muɖ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	DBA	Dungra Bhili-Ambadungar	33	27	left	mʊɳɖe | mʊɳɖe	1 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	NTO	Nahali-Toranmal	33	27	left	maʈha	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	KNA	Kotli-Narayanpur	33	27	left	muŋka	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	KTA	Kotli-Taradi	33	27	left	munka	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	GTA	Gujari-Taradi	33	27	left	maʈha	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	GUJ	Gujarati	33	27	left	maʈhũ	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	MAR	Marati	33	27	left	ɖoke	6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	HIN	Hindi	33	27	left	sɪr	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	NTE	Nahali-Tembhi	33	27	left	kapar	8	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	TKO	Tukaithad-Korku	33	27	left	kʌpar	8	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
2	head	NJA	Nihali-Jamod	33	27	left	peĩ	9	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	NCH	Noiri-Chillare	33	27	left	kɛhe | sindʒe	1 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	NPN	Noiri-Pannali	33	27	left	kɛhẽ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	NAS	Noiri-Astambha	33	27	left	siŋgje | sindʒe	2 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	NGO	Noiri-Gomon	33	27	left	kɛhẽ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	BMU	Barutiya-Mutalwad	33	27	left	sindʒe	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	DBM	Dungra Bhili-Mathwad	33	27	right	kẽhe	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	DBA	Dungra Bhili-Ambadungar	33	27	right	kẽhe | nɪmɑle	1 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	NTO	Nahali-Toranmal	33	27	right	kẽh	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	KNA	Kotli-Narayanpur	33	27	right	bɑl	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	KTA	Kotli-Taradi	33	27	right	bal	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	GTA	Gujari-Taradi	33	27	right	bal	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	GUJ	Gujarati	33	27	right	βɑɭ	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	MAR	Marati	33	27	right	kes	6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	HIN	Hindi	33	27	right	bɑl	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	NTE	Nahali-Tembhi	33	27	right	hup	7	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	TKO	Tukaithad-Korku	33	27	right	hup	7	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
3	hair	NJA	Nihali-Jamod	33	27	right	kukso	8	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
4	face	NCH	Noiri-Chillare	33	27	right	sub	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
4	face	NPN	Noiri-Pannali	33	27	right	sub	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
4	face	NAS	Noiri-Astambha	33	27	right	sob	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
4	face	NGO	Noiri-Gomon	33	27	right	sub	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
4	face	BMU	Barutiya-Mutalwad	33	27	right	sob	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
4	face	DBM	Dungra Bhili-Mathwad	33	27	right	sube	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
4	face	DBA	Dungra Bhili-Ambadungar	33	27	right	sube	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
