Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
28	door	NCH	Noiri-Chillare	38	32	right	baʔaɳo | baʔaɳɔ | baʔaɳo | baʔaɳɔ	2 | 2 | 3 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	NPN	Noiri-Pannali	38	32	right	baʔaɳo | baʔaɳɔ | baʔaɳo | baʔaɳɔ	2 | 2 | 3 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	NAS	Noiri-Astambha	38	32	right	bʌʔnɔ | bʌʔnɔ	2 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	NGO	Noiri-Gomon	38	32	right	barija	6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	BMU	Barutiya-Mutalwad	38	32	right	baʔa | baʔaɳo | baʔaɳo	2 | 2 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	DBM	Dungra Bhili-Mathwad	38	32	right	bʌʔa	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	DBA	Dungra Bhili-Ambadungar	38	32	right	bʌʔa	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	NTO	Nahali-Toranmal	38	32	right	baiɳo | baiɳo	2 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	KNA	Kotli-Narayanpur	38	32	right	bʌrna	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	KTA	Kotli-Taradi	38	32	right	barɳa	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
