Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
190	give!, he gave	NCH	Noiri-Chillare	74	68	left	ap | apijo	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	NPN	Noiri-Pannali	74	68	left	ap | apijo	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	NAS	Noiri-Astambha	74	68	left	apiho	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	NGO	Noiri-Gomon	74	68	left	apiɖe | apiɖeɖo	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	BMU	Barutiya-Mutalwad	74	68	left	ap | apiho	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	DBM	Dungra Bhili-Mathwad	74	68	left	apje | apino	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	DBA	Dungra Bhili-Ambadungar	74	68	left	ape | apino	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	NTO	Nahali-Toranmal	74	68	left	apil	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	KNA	Kotli-Narayanpur	74	68	left	ɖʌidɛre | ɖenol	2 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	KTA	Kotli-Taradi	74	68	left	ɖidijʌnu	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	GTA	Gujari-Taradi	74	68	left	dʌide | dʌidiɖo	2 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	GUJ	Gujarati	74	68	left	ap	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	MAR	Marati	74	68	left	ɖe	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	HIN	Hindi	74	68	left	ɖe	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	NTE	Nahali-Tembhi	74	68	left	sʌge | dʒike	4 | 4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	TKO	Tukaithad-Korku	74	68	left	sʌgedʒa | dʒike	4 | 4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
190	give!, he gave	NJA	Nihali-Jamod	74	68	left	ma | beja	3 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	NCH	Noiri-Chillare	74	68	left	peʈahe | peʈaʈ gujo	2 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	NPN	Noiri-Pannali	74	68	left	peʈaʔhe	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	NAS	Noiri-Astambha	74	68	left	peʈahe | peʈaʈ gujo | balio	2 | 2 | 4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	NGO	Noiri-Gomon	74	68	left	bolʈoʈo | boliʈgojo	4 | 4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	BMU	Barutiya-Mutalwad	74	68	left	bolehe | peʈahe	4 | 4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	DBM	Dungra Bhili-Mathwad	74	68	left	bolʈouʈo | boligoinu	4 | 4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	DBA	Dungra Bhili-Ambadungar	74	68	left	həlgave | həlgavino	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	NTO	Nahali-Toranmal	74	68	left	bolil	6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	KNA	Kotli-Narayanpur	74	68	left	silgirʌna	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	KTA	Kotli-Taradi	74	68	left	silgirʌnʌ	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	GTA	Gujari-Taradi	74	68	left	ʃilgire | ʃiligigeju	5 | 5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	GUJ	Gujarati	74	68	left	bəl | bəl	4 | 6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	MAR	Marati	74	68	left	dzʌɭ	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	HIN	Hindi	74	68	left	dʒəl | dʒəl	3 | 4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	NTE	Nahali-Tembhi	74	68	right	dʒʊljen	7	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	TKO	Tukaithad-Korku	74	68	right	dʒʊlʊba | dʒʊljen	7 | 7	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	NJA	Nihali-Jamod	74	68	right	ʌdgokin | ʌdʌkin-dan	8 | 8	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
192	don't die!, he died	NCH	Noiri-Chillare	74	68	right	ma mohi | mohiʈguji	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
192	don't die!, he died	NPN	Noiri-Pannali	74	68	right	ma mohi | moiguju	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
192	don't die!, he died	NAS	Noiri-Astambha	74	68	right	mamohi | mɔhiʈ guji	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
192	don't die!, he died	NGO	Noiri-Gomon	74	68	right	mamoho | moiʈgojo	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
192	don't die!, he died	BMU	Barutiya-Mutalwad	74	68	right	maju | moiʈguju	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
192	don't die!, he died	DBM	Dungra Bhili-Mathwad	74	68	right	mamɔhɔ | moigɔinu	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
192	don't die!, he died	DBA	Dungra Bhili-Ambadungar	74	68	right	moi | moino	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
192	don't die!, he died	NTO	Nahali-Toranmal	74	68	right	morjel	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
192	don't die!, he died	KNA	Kotli-Narayanpur	74	68	right	mʌrigʌja	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
192	don't die!, he died	KTA	Kotli-Taradi	74	68	right	mʌrigʌjo	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
192	don't die!, he died	GTA	Gujari-Taradi	74	68	right	mʌrigʌjo | mʌrila-kijo	2 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
192	don't die!, he died	GUJ	Gujarati	74	68	right	mər	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
