Item	Gloss	Site_Code	Language_Label	Site_Name	Target	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
202	I (1st sg)	BAI	Bhumij	Baigodia	yes	74	69	right	ɑŋ	2	attested	high		manual visual inspection of the 400-dpi rendered PDF page with alveolar versus velar nasals, nasalization, and separately numbered responses rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
202	I (1st sg)	CHA	Bhumij	Champi	yes	74	69	right	iŋ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with alveolar versus velar nasals, nasalization, and separately numbered responses rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
202	I (1st sg)	DIG	Bhumij	Dighinuasahi	yes	74	69	right			source_blank	high	source explicitly prints '0 no entry'	manual visual inspection of the 400-dpi rendered PDF page with alveolar versus velar nasals, nasalization, and separately numbered responses rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
202	I (1st sg)	DUM	Bhumij	Dumadie	yes	74	69	right	iŋ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with alveolar versus velar nasals, nasalization, and separately numbered responses rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
202	I (1st sg)	LAD	Bhumij	Ladhiramsai	yes	74	69	right	ɑŋ	2	attested	high		manual visual inspection of the 400-dpi rendered PDF page with alveolar versus velar nasals, nasalization, and separately numbered responses rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
202	I (1st sg)	MAD	Bhumij	Madhupur	yes	74	69	right	iŋ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with alveolar versus velar nasals, nasalization, and separately numbered responses rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
202	I (1st sg)	MOH	Bhumij	Mohuldiha	yes	74	69	right	iŋ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with alveolar versus velar nasals, nasalization, and separately numbered responses rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
202	I (1st sg)	MUN	Bhumij	Munduy	yes	74	69	right	iŋ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with alveolar versus velar nasals, nasalization, and separately numbered responses rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
202	I (1st sg)	POD	Bhumij	Podadiha	yes	74	69	right	iŋ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with alveolar versus velar nasals, nasalization, and separately numbered responses rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
202	I (1st sg)	UDA	Bhumij/Mundari	Udala	yes	74	69	right	ɑn	2	attested	high		manual visual inspection of the 400-dpi rendered PDF page with alveolar versus velar nasals, nasalization, and separately numbered responses rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
