Item	Gloss	Site_Code	Language_Label	Site_Name	Target	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
201	look!, he saw	BAI	Bhumij	Baigodia	yes	74	69	left	lelim, lelkiɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	CHA	Bhumij	Champi	yes	74	69	left	nelem, nellejɑm	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	DIG	Bhumij	Dighinuasahi	yes	74	69	left			source_blank	high	source explicitly prints '0 no entry'	manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	DUM	Bhumij	Dumadie	yes	74	69	left	nelem, nellejɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	LAD	Bhumij	Ladhiramsai	yes	74	69	left	lelːime, lelːid̪ɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	MAD	Bhumij	Madhupur	yes	74	69	left	nelit̪me, nelkijɑt	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	MOH	Bhumij	Mohuldiha	yes	74	69	left	nenelɑ, nelɛijɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	MUN	Bhumij	Munduy	yes	74	69	left	nelt̪enɑ, ɑinelkid̪ɑi	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	POD	Bhumij	Podadiha	yes	74	69	left	nelem, nellejɑe	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	UDA	Bhumij/Mundari	Udala	yes	74	69	right	lelem, lelkid̪ɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	MCH	Mundari	Chalagi	no	74	69	right	lel, lelkid̪ɑi	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	MDI	Mundari	Dictionary	no	74	69	right	lel, nel	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	MDH	Mundari	Dhungarisai	no	74	69	right	lelem, lelkid̪ɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	MJH	Mundari	Jharmunda	no	74	69	right	lɛlɛjeʔ, lɛlket̪e	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	HDI	Ho	Dillisore	no	74	69	right	nɛlt̪enɑ, nɛlkidɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	SDI	Santali	Dictionary	no	74	69	right	nel	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	SNA	Santali	Nayarangamotia	no	74	69	right	ɲɛɲelkɛnɑj, ɲelkijɑj	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
201	look!, he saw	ORI	Oriya	Cuttack	no	74	69	right	dekho	2	attested	high		manual visual inspection of the 400-dpi rendered PDF page with the column continuation, dental marks, palatal nasals, and length marks rechecked in 800-dpi source-image crops; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
