Item	Gloss	Site_Code	Language_Label	Site_Name	Target	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
188	lie down!, he lay down	BAI	Bhumij	Baigodia	yes	71	66	right			source_blank	high	source explicitly prints '0 no entry'	manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	CHA	Bhumij	Champi	yes	71	66	right	git̪ikene, git̪iʔne	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	DIG	Bhumij	Dighinuasahi	yes	71	66	right			source_blank	high	source explicitly prints '0 no entry'	manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	DUM	Bhumij	Dumadie	yes	71	66	right	git̪iʔt̪me, git̪iʔt̪linɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	LAD	Bhumij	Ladhiramsai	yes	71	66	right	git̪ime, git̪iɑkʌn t̪aikinʌ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	MAD	Bhumij	Madhupur	yes	71	66	right	git̪it̪me, git̪itdʒɑnɑe	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	MOH	Bhumij	Mohuldiha	yes	71	66	right	dʒiɑwo, dʒiolenɑ	3	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	MUN	Bhumij	Munduy	yes	71	66	right	git̪iʔme, git̪iʔdʒɛnɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	POD	Bhumij	Podadiha	yes	71	66	right	git̪itme, git̪itdʒɑnɑe | git̪iʔmeʔ, git̪id̪linɑ	1 | 1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	UDA	Bhumij/Mundari	Udala	yes	71	66	right	gidime, gidijɑnɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	MCH	Mundari	Chalagi	no	71	66	right	bɑt̪in, bɑt̪indʒene	2	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	MDI	Mundari	Dictionary	no	71	66	right	git̪i | bɑt̪in | buɾum	1 | 2 | 5	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	MDH	Mundari	Dhungarisai	no	71	66	right	gidime, gidijɑnɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	MJH	Mundari	Jharmunda	no	71	66	right	d̪ugme, git̪ignenɑj	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	HDI	Ho	Dillisore	no	71	66	right	git̪ime, git̪ijene	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	SDI	Santali	Dictionary	no	71	66	right	git̪itʃ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	SNA	Santali	Nayarangamotia	no	71	66	right	gud̪t̪o hɛnt̪ɑd̪ope, gud̪t̪owenɑj	4	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
188	lie down!, he lay down	ORI	Oriya	Cuttack	no	71	66	right	poɾigolɑ	6	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, and unlabeled continuations rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
