Item	Gloss	Site_Code	Language_Label	Site_Name	Target	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
209	you (2nd pl)	BAI	Bhumij	Baigodia	yes	76	71	left	ɑpe	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	CHA	Bhumij	Champi	yes	76	71	left	ɑpe	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	DIG	Bhumij	Dighinuasahi	yes	76	71	left			source_blank	high	source explicitly prints '0 no entry'	manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	DUM	Bhumij	Dumadie	yes	76	71	left	ɑpe	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	LAD	Bhumij	Ladhiramsai	yes	76	71	left	ɑpeʔ	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	MAD	Bhumij	Madhupur	yes	76	71	left	ɑpe	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	MOH	Bhumij	Mohuldiha	yes	76	71	left	ɛpe	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	MUN	Bhumij	Munduy	yes	76	71	left	ɑŋku	2	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	POD	Bhumij	Podadiha	yes	76	71	left	ʌpe	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	UDA	Bhumij/Mundari	Udala	yes	76	71	left	ɑpe	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	MCH	Mundari	Chalagi	no	76	71	left	ɑpe	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	MDI	Mundari	Dictionary	no	76	71	left	ɑpeɑ	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	MDH	Mundari	Dhungarisai	no	76	71	left	ɑpe	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	MJH	Mundari	Jharmunda	no	76	71	left	ɛpe	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	HDI	Ho	Dillisore	no	76	71	left	ɛpe	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	SDI	Santali	Dictionary	no	76	71	left	ɑpe	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	SNA	Santali	Nayarangamotia	no	76	71	left	ɛpe	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
209	you (2nd pl)	ORI	Oriya	Cuttack	no	76	71	left	ɑponõ	3	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
210	they (3rd pl)	BAI	Bhumij	Baigodia	yes	76	71	right	ɑko	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
210	they (3rd pl)	CHA	Bhumij	Champi	yes	76	71	right	ɑko	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
210	they (3rd pl)	DIG	Bhumij	Dighinuasahi	yes	76	71	right			source_blank	high	source explicitly prints '0 no entry'	manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
210	they (3rd pl)	DUM	Bhumij	Dumadie	yes	76	71	right	inku	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
210	they (3rd pl)	LAD	Bhumij	Ladhiramsai	yes	76	71	right	ɑko	1	attested	high		manual visual inspection of the 800-dpi rendered final PDF page and tight source-image crops, with vowel qualities, engmas, glottal stops, source length colons, unlabeled continuation variants, and separately numbered responses checked cell by cell; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
