Item	Gloss	Site_Code	Language_Label	Site_Name	Target	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
187	sleep!, he slept	BAI	Bhumij	Baigodia	yes	71	66	left	giʔime, git̪ikenɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, continuations, and the column break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
187	sleep!, he slept	CHA	Bhumij	Champi	yes	71	66	left	git̪itʔme, git̪ilinɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, continuations, and the column break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
187	sleep!, he slept	DIG	Bhumij	Dighinuasahi	yes	71	66	left			source_blank	high	source explicitly prints '0 no entry'	manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, continuations, and the column break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
187	sleep!, he slept	DUM	Bhumij	Dumadie	yes	71	66	left	git̪iʔt̪me, git̪iʔt̪linɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, continuations, and the column break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
187	sleep!, he slept	LAD	Bhumij	Ladhiramsai	yes	71	66	left	duɾʌmmeʔ, duɾʌmlɛŋɑ	2	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, continuations, and the column break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
187	sleep!, he slept	MAD	Bhumij	Madhupur	yes	71	66	left	git̪itme, git̪itdʒɑnɑe	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, continuations, and the column break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
187	sleep!, he slept	MOH	Bhumij	Mohuldiha	yes	71	66	left	d̪ud̪umke, edʒ d̪ud̪ud̪umlenɑ	2	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, continuations, and the column break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
187	sleep!, he slept	MUN	Bhumij	Munduy	yes	71	66	left	git̪igme, duduʔmedʒene	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, continuations, and the column break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
187	sleep!, he slept	POD	Bhumij	Podadiha	yes	71	66	left	git̪itʔme, git̪ilinɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, continuations, and the column break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
187	sleep!, he slept	UDA	Bhumij/Mundari	Udala	yes	71	66	left	git̪iʔime, git̪ijɑnɑ	1	attested	high		manual visual inspection of the 400-dpi rendered PDF page with repeated dental marks, glottal stops, continuations, and the column break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
