Item	Gloss	Site_Code	Language_Label	Site_Name	Target	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
140	near	BAI	Bhumij	Baigodia	yes	61	56	right	dʒʌpɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	CHA	Bhumij	Champi	yes	61	56	right	sube	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	DIG	Bhumij	Dighinuasahi	yes	61	56	right	dʒɛbɑʔ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	DUM	Bhumij	Dumadie	yes	61	56	right	subʌ	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	LAD	Bhumij	Ladhiramsai	yes	61	56	right	dʒʌpɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	MAD	Bhumij	Madhupur	yes	61	56	right	sube	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	MOH	Bhumij	Mohuldiha	yes	61	56	right	subɑɾe	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	MUN	Bhumij	Munduy	yes	61	56	right	dʒɛbɑʔ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	POD	Bhumij	Podadiha	yes	61	56	right	sube	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	UDA	Bhumij/Mundari	Udala	yes	61	56	right	dʒopɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	MCH	Mundari	Chalagi	no	61	56	right	nɑɳe	4	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	MDI	Mundari	Dictionary	no	61	56	right	nipɑt̪	5	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	MDH	Mundari	Dhungarisai	no	61	56	right	dʒopɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	MJH	Mundari	Jharmunda	no	61	56	right	nɑɳe	4	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	HDI	Ho	Dillisore	no	61	56	right	dʒɛbɑʔ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	SDI	Santali	Dictionary	no	61	56	right	soɾ	3	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	SNA	Santali	Nayarangamotia	no	61	56	right	suɾ	3	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
140	near	ORI	Oriya	Cuttack	no	61	56	right	pɑkːo	7	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
141	far	BAI	Bhumij	Baigodia	yes	61	56	right	sɑŋgi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
141	far	CHA	Bhumij	Champi	yes	61	56	right	sɑŋgin	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
141	far	DIG	Bhumij	Dighinuasahi	yes	61	56	right	peɾkɑ	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
141	far	DUM	Bhumij	Dumadie	yes	61	56	right	sɑŋgiŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
141	far	LAD	Bhumij	Ladhiramsai	yes	61	56	right	sʌŋgin	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
141	far	MAD	Bhumij	Madhupur	yes	61	56	right	sɛŋgin	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
141	far	MOH	Bhumij	Mohuldiha	yes	61	56	right	sɑŋkiŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental and retroflex marks, nasalization, length, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
