Item	Gloss	Site_Code	Language_Label	Site_Name	Target	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
100	spider	BAI	Bhumij	Baigodia	yes	53	48	right	binɖiri	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	CHA	Bhumij	Champi	yes	53	48	right	ʈʌɳʈulɑ	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	DIG	Bhumij	Dighinuasahi	yes	53	48	right	binʈiri	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	DUM	Bhumij	Dumadie	yes	53	48	right	binɖi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	LAD	Bhumij	Ladhiramsai	yes	53	48	right	biŋɖiri	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	MAD	Bhumij	Madhupur	yes	53	48	right	ʈeɳʈulbɑhɑ	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	MOH	Bhumij	Mohuldiha	yes	53	48	right	binʈirɑm	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	MUN	Bhumij	Munduy	yes	53	48	right	ʈeɳʈulɑ	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	POD	Bhumij	Podadiha	yes	53	48	right	ʈɑɳʈɑle	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	UDA	Bhumij/Mundari	Udala	yes	53	48	right	bindri	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	MCH	Mundari	Chalagi	no	53	48	right	binʈirɑm	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	MDI	Mundari	Dictionary	no	53	48	right	bindrɑm	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	MDH	Mundari	Dhungarisai	no	53	48	right	bindri	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	MJH	Mundari	Jharmunda	no	53	48	right	binʈirɑm	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HDI	Ho	Dillisore	no	53	48	right	binʈirɑm	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	SDI	Santali	Dictionary	no	53	48	right	bindi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	SNA	Santali	Nayarangamotia	no	53	48	right	binʈɪ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	ORI	Oriya	Cuttack	no	53	48	right	buɖɦiɑɳi	3	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, dental marks, continuations, small-cap vowels, and the page/column break rechecked at 800 dpi; text scaffold neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
