Item	Gloss	Site_Code	Language_Label	Site_Name	Target	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
180	many	BAI	Bhumij	Baigodia	yes	69	64	right	dʒɑtkɑ	7	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	CHA	Bhumij	Champi	yes	69	64	right	bedʒɑjŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	DIG	Bhumij	Dighinuasahi	yes	69	64	right	sɑŋki	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	DUM	Bhumij	Dumadie	yes	69	64	right	bedʒʌŋ | d̪eheɾ	1 | 4	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	LAD	Bhumij	Ladhiramsai	yes	69	64	right	sɑŋgi	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	MAD	Bhumij	Madhupur	yes	69	64	right	bidʒeŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	MOH	Bhumij	Mohuldiha	yes	69	64	right	tʃimin	5	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	MUN	Bhumij	Munduy	yes	69	64	right	bidʒɑŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	POD	Bhumij	Podadiha	yes	69	64	right	bidʒen | puɾe	1 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	UDA	Bhumij/Mundari	Udala	yes	69	64	right	sɑŋgi	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	MCH	Mundari	Chalagi	no	69	64	right	puɾɑʔɑ	3	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	MDI	Mundari	Dictionary	no	69	64	right	d̪ɦeɾ | ɑn hut | isu	4 | 9 | 10	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	MDH	Mundari	Dhungarisai	no	69	64	right	sɑŋgi	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	MJH	Mundari	Jharmunda	no	69	64	right	t̪himbɑ	6	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	HDI	Ho	Dillisore	no	69	64	right	puɾejə	3	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	SDI	Santali	Dictionary	no	69	64	right	ɑemɑ | ɑdi	11 | 12	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	SNA	Santali	Nayarangamotia	no	69	64	right	dɦɛheɾ	4	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
180	many	ORI	Oriya	Cuttack	no	69	64	right	bohut	13	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	BAI	Bhumij	Baigodia	yes	70	65	left	dʒʌt̪ɔ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	CHA	Bhumij	Champi	yes	70	65	left	dʒʌt̪ʌ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	DIG	Bhumij	Dighinuasahi	yes	70	65	left	dʒot̪o	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	DUM	Bhumij	Dumadie	yes	70	65	left	dʒʌt̪o	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	LAD	Bhumij	Ladhiramsai	yes	70	65	left	sʌbin	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	MAD	Bhumij	Madhupur	yes	70	65	left	dʒʌnt̪o	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	MOH	Bhumij	Mohuldiha	yes	70	65	left	dʒɔt̪uɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	MUN	Bhumij	Munduy	yes	70	65	left	dʒot̪o	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	POD	Bhumij	Podadiha	yes	70	65	left	dʒet̪e	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	UDA	Bhumij/Mundari	Udala	yes	70	65	left	dʒot̪o	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	MCH	Mundari	Chalagi	no	70	65	left	sobenɑʔɑ	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	MDI	Mundari	Dictionary	no	70	65	left	soben	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	MDH	Mundari	Dhungarisai	no	70	65	left	dʒot̪o	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	MJH	Mundari	Jharmunda	no	70	65	left	t̪himbɑgi	3	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	HDI	Ho	Dillisore	no	70	65	left	səbɛn	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	SDI	Santali	Dictionary	no	70	65	left	dʒot̪o | sɑnɑm	1 | 4	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
181	all	SNA	Santali	Nayarangamotia	no	70	65	left	dʒɔt̪o	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with continuation lines, dental marks, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
