Item	Gloss	Site_Code	Language_Label	Site_Name	Target	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
80	tomato	BAI	Bhumij	Baigodia	yes	49	44	right	bilɑʈi beŋgedɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex, nasal, continuation-line, and page/column-break cells rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tomato	CHA	Bhumij	Champi	yes	49	44	right	bilɑʈi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex, nasal, continuation-line, and page/column-break cells rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tomato	DIG	Bhumij	Dighinuasahi	yes	49	44	right	bɛlɑʈi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex, nasal, continuation-line, and page/column-break cells rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tomato	DUM	Bhumij	Dumadie	yes	49	44	right	bilɑʈi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex, nasal, continuation-line, and page/column-break cells rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tomato	LAD	Bhumij	Ladhiramsai	yes	49	44	right	bilɑʈi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex, nasal, continuation-line, and page/column-break cells rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tomato	MAD	Bhumij	Madhupur	yes	49	44	right	bilɑʈi beŋgɑd	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex, nasal, continuation-line, and page/column-break cells rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tomato	MOH	Bhumij	Mohuldiha	yes	49	44	right	bilɑʈi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex, nasal, continuation-line, and page/column-break cells rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tomato	MUN	Bhumij	Munduy	yes	49	44	right	bilɑʈi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex, nasal, continuation-line, and page/column-break cells rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tomato	POD	Bhumij	Podadiha	yes	49	44	right	bilɑʈi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex, nasal, continuation-line, and page/column-break cells rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tomato	UDA	Bhumij/Mundari	Udala	yes	49	44	right	bilɑʈi beŋgɑd	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex, nasal, continuation-line, and page/column-break cells rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tomato	MCH	Mundari	Chalagi	no	49	44	right	dʒolbɛʈɑ	3	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex, nasal, continuation-line, and page/column-break cells rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tomato	MDI	Mundari	Dictionary	no	49	44	right	bilɑiʈi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex, nasal, continuation-line, and page/column-break cells rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tomato	MDH	Mundari	Dhungarisai	no	49	44	right	bilɑʈi beŋgɑd	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex, nasal, continuation-line, and page/column-break cells rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
