1	body
2	head
3	hair
4	face
5	eye
6	ear
7	nose
8	mouth
9	teeth
10	tongue
11	belly
12	arm
13	elbow
14	palm
15	finger
16	nail
17	leg
18	skin
19	bone
20	heart
21	blood
22	village
23	house
24	roof
25	door
26	firewood
27	broom
28	axe (for cutting wood)
29	rope
30	thread
31	needle
32	cloth
33	ring (gold band)
34	sun
35	moon
36	sky
37	star
38	rain
39	water
40	river
41	cloud (white)
42	lightning
43	rainbow
44	wind
45	stone (fist-sized)
46	path (walking)
47	sand
48	fire
49	smoke
50	ash
51	mud (wet)
52	dust
53	gold
54	tree
55	leaf
56	root
57	thorn
58	flower
59	fruit
60	mango
61	banana
62	wheat (husked)
63	rice (husked)
64	potato
65	elephant
66	groundnut
67	chili (whole, red, dry)
68	turmeric
69	garlic
70	tomato
71	cabbage
72	oil
73	salt
74	meat (raw)
75	fish
76	chicken
77	egg
78	cow
79	milk
80	horns
81	tail
82	goat
83	dog
84	snake
85	monkey
86	mosquito
87	ant
88	spider
89	name
90	man
91	woman
92	child
93	father
94	mother
95	older brother
96	younger brother
97	older sister
98	younger sister
99	son
100	daughter
101	husband
102	wife
103	boy
104	girl
105	day
106	night
107	morning
108	noon
109	evening/afternoon
110	yesterday
111	today
112	tomorrow
113	week
114	month
115	year
116	old (object)
117	new (object)
118	good
119	bad
120	wet
121	dry
122	long (object)
123	short (object)
124	hot (water)
125	cold (water)
126	right
127	left
128	near
129	far
130	big
131	small
132	heavy
133	light
134	above
135	below
136	white
137	black
138	red
139	one
140	two
141	three
142	four
143	five
144	six
145	seven
146	eight
147	nine
148	ten
149	eleven
150	twelve
151	twenty
152	one hundred
153	who?
154	what?
155	when?
156	how many?
157	this (in hand)
158	that (distant)
159	whole (unbroken)
160	broken (pot)
161	few
162	many
163	eat
164	was hungry
165	drink
166	was thirsty
167	sleep
168	lie down
169	sit down
170	give
171	die
172	kill
173	fly (bird)
174	walk
175	run
176	go
177	come
178	speak
179	hear
180	see
181	I (1s)
182	you (2s, informal)
183	he (3s, masculine)
184	she (3s, feminine)
185	we (1p, inclusive)
186	we (1p, exclusive)
187	they (3p)
