physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
49	48	98	mosquito	2	b	Nokshi	target	attested	tʃoŋdaŋlaŋ			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	98	mosquito	3	c	Kholchanda	target	attested	tʃoŋ			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	98	mosquito	5	q	Uttor Nokshi	target	attested	gaŋgutʃuŋ			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	98	mosquito	3	r	Chandabhoi	target	attested	tʃoŋ			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	98	mosquito	1	l	Bharatpur	control	attested	gaŋgawa			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	98	mosquito	1	m	Nalchapra	control	attested	gaŋgawa			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	98	mosquito	4	0	Bangla	control	attested	mɔʃa			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	99	head	1	b	Nokshi	target	attested	dukum			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	99	head	1	c	Kholchanda	target	attested	dukum			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	99	head	1	q	Uttor Nokshi	target	attested	dɨkɨm			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	99	head	1	r	Chandabhoi	target	attested	dukum			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	99	head	1	l	Bharatpur	control	attested	dɨkɨm			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	99	head	1	m	Nalchapra	control	attested	dɨkɨm			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	99	head	2	0	Bangla	control	attested	matʰa			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	100	face	1	b	Nokshi	target	attested	mukʰaŋ			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	100	face	1	c	Kholchanda	target	attested	mukʰaŋ			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	100	face	3	q	Uttor Nokshi	target	attested	məhəŋ			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	100	face	1	r	Chandabhoi	target	attested	mukʰaŋ			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	100	face	1	l	Bharatpur	control	attested	mɨkʰɨŋ			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	100	face	1	m	Nalchapra	control	attested	mɨkʰɨŋ			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	100	face	2	0	Bangla	control	attested	mukʰ			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
