physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
48	47	82	horn (of buffalo)	1	b	Nokshi	target	attested	koroŋ			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	82	horn (of buffalo)	1	c	Kholchanda	target	attested	koroŋ			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	82	horn (of buffalo)	1	q	Uttor Nokshi	target	attested	koroŋ			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	82	horn (of buffalo)	1	r	Chandabhoi	target	attested	koroŋ			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	82	horn (of buffalo)	1	l	Bharatpur	control	attested	koroŋ			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	82	horn (of buffalo)	1	m	Nalchapra	control	attested	koroŋ			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	82	horn (of buffalo)	2	0	Bangla	control	attested	ʃiŋ			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	83	tail	1	b	Nokshi	target	attested	dimai̯			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	83	tail	1	c	Kholchanda	target	attested	dimai̯			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	83	tail	3	q	Uttor Nokshi	target	attested	niŋur			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	83	tail	1	r	Chandabhoi	target	attested	dimai̯			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	83	tail	1	l	Bharatpur	control	attested	dɨʔmɨ			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	83	tail	1	m	Nalchapra	control	attested	dɨʔmɨ			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	83	tail	2	0	Bangla	control	attested	lɛdʒ			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	84	goat	1	b	Nokshi	target	attested	purun			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	84	goat	1	c	Kholchanda	target	attested	purun			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	84	goat	1	q	Uttor Nokshi	target	attested	purun			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	84	goat	1	r	Chandabhoi	target	attested	purun			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	84	goat	1	l	Bharatpur	control	attested	purun			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	84	goat	1	m	Nalchapra	control	attested	purun			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	84	goat	2	0	Bangla	control	attested	tʃʰagol			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	85	pig	1	b	Nokshi	target	ambiguous		wak	A small upper-right corner-like modifier is printed after visible `wak`; its value is not inferred.	3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	85	pig	1	c	Kholchanda	target	ambiguous		wak	A small upper-right corner-like modifier is printed after visible `wak`; its value is not inferred.	3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	85	pig	1	q	Uttor Nokshi	target	ambiguous		wak	A small upper-right corner-like modifier is printed after visible `wak`; its value is not inferred.	3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	85	pig	1	r	Chandabhoi	target	ambiguous		wak	A small upper-right corner-like modifier is printed after visible `wak`; its value is not inferred.	3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	85	pig	1	l	Bharatpur	control	ambiguous		wak	A small upper-right corner-like modifier is printed after visible `wak`; its value is not inferred.	3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	85	pig	1	m	Nalchapra	control	ambiguous		wak	A small upper-right corner-like modifier is printed after visible `wak`; its value is not inferred.	3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	85	pig	2	0	Bangla	control	attested	ʃukor			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
