physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
49	48	105	ear	1	b	Nokshi	target	attested	nakʰar			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	105	ear	1	c	Kholchanda	target	attested	nakʰar			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	105	ear	1	q	Uttor Nokshi	target	attested	nakor			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	105	ear	1	r	Chandabhoi	target	attested	nakʰar			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	105	ear	1	l	Bharatpur	control	attested	nakʰar			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	105	ear	1	m	Nalchapra	control	attested	nakʰar			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	105	ear	2	0	Bangla	control	attested	kan			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	106	cheek	2	b	Nokshi	target	ambiguous		pai̯tʰok	A small upper-right corner-like modifier is printed after visible `pai̯tʰok`; its value is not inferred.	5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	106	cheek	2	c	Kholchanda	target	ambiguous		pai̯tʰok	A small upper-right corner-like modifier is printed after visible `pai̯tʰok`; its value is not inferred.	5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	106	cheek	4	q	Uttor Nokshi	target	attested	tʃapa			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	106	cheek	2	r	Chandabhoi	target	ambiguous		pai̯tʰok	A small upper-right corner-like modifier is printed after visible `pai̯tʰok`; its value is not inferred.	5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	106	cheek	1	l	Bharatpur	control	attested	pʰai̯tʰupa			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	106	cheek	1	m	Nalchapra	control	attested	pʰai̯tʰupa			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	106	cheek	3	0	Bangla	control	attested	gal			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	107	chin	2	b	Nokshi	target	attested	katʰolok			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	107	chin	2	c	Kholchanda	target	attested	katʰolok			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	107	chin	4	q	Uttor Nokshi	target	attested	dadi			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	107	chin	2	r	Chandabhoi	target	attested	katʰolok			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	107	chin	1	l	Bharatpur	control	attested	kadɨmbai̯			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	107	chin	1	m	Nalchapra	control	attested	kadɨmbai̯			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
49	48	107	chin	3	0	Bangla	control	attested	tʃibuk			5aa95ced7ddd3b11e60438b72659eb2f786b81e345f8f3e74e94d0573cf75be0
