physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
47	46	67	elephant	2	b	Nokshi	target	attested	hati			be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	67	elephant	2	c	Kholchanda	target	attested	hati			be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	67	elephant	2	q	Uttor Nokshi	target	attested	hati			be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	67	elephant	2	r	Chandabhoi	target	attested	hati			be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	67	elephant	1	l	Bharatpur	control	attested	moŋma			be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	67	elephant	1	m	Nalchapra	control	attested	moŋma			be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	67	elephant	2	0	Bangla	control	attested	hati			be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	68	tiger	1	b	Nokshi	target	ambiguous		matsa	A small upper-right corner-like modifier is printed between visible `t` and `s`; its value is not inferred.	be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	68	tiger	1	c	Kholchanda	target	ambiguous		matsa	A small upper-right corner-like modifier is printed between visible `t` and `s`; its value is not inferred.	be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	68	tiger	1	q	Uttor Nokshi	target	attested	maʃa			be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	68	tiger	1	r	Chandabhoi	target	ambiguous		matsa	A small upper-right corner-like modifier is printed between visible `t` and `s`; its value is not inferred.	be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	68	tiger	1	l	Bharatpur	control	ambiguous		mattʃʰa	A small upper-right corner-like modifier is printed between visible `t` and `tʃʰ`; its value is not inferred.	be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	68	tiger	1	m	Nalchapra	control	ambiguous		mattʃʰa	A small upper-right corner-like modifier is printed between visible `t` and `tʃʰ`; its value is not inferred.	be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	68	tiger	2	0	Bangla	control	attested	bagʰ			be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	69	bear	2	b	Nokshi	target	attested	baluk			be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	69	bear	2	c	Kholchanda	target	attested	baluk			be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	69	bear	2	q	Uttor Nokshi	target	attested	bʰaluk			be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	69	bear	2	r	Chandabhoi	target	attested	baluk			be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	69	bear	1	l	Bharatpur	control	ambiguous		makbul	A small upper-right corner-like modifier is printed between visible `k` and `b`; its value is not inferred.	be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
47	46	69	bear	1	m	Nalchapra	control	ambiguous		makbul	A small upper-right corner-like modifier is printed between visible `k` and `b`; its value is not inferred.	be22b6d5b54205f36057f2bc84dfbc762de81082a875caa38070711b9feb1c90
