physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
52	51	143	house	1	b	Nokshi	target	ambiguous		nok	A small upper-right corner-like modifier is printed after final visible `nok`; its value is not inferred.	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	143	house	1	c	Kholchanda	target	ambiguous		nok	A small upper-right corner-like modifier is printed after final visible `nok`; its value is not inferred.	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	143	house	1	q	Uttor Nokshi	target	ambiguous		nok	A small upper-right corner-like modifier is printed after final visible `nok`; its value is not inferred.	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	143	house	1	r	Chandabhoi	target	ambiguous		nok	A small upper-right corner-like modifier is printed after final visible `nok`; its value is not inferred.	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	143	house	1	l	Bharatpur	control	ambiguous		nok	A small upper-right corner-like modifier is printed after final visible `nok`; its value is not inferred.	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	143	house	1	m	Nalchapra	control	ambiguous		nok	A small upper-right corner-like modifier is printed after final visible `nok`; its value is not inferred.	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	143	house	2	0	Bangla	control	attested	bari / gʰor		Source prints both alternatives on one response line separated by a slash.	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	144	door	1	b	Nokshi	target	attested	dukat			552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	144	door	1	c	Kholchanda	target	attested	dukat			552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	144	door	3	q	Uttor Nokshi	target	attested	duar			552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	144	door	1	r	Chandabhoi	target	attested	dukat			552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	144	door	1 | 3	l	Bharatpur	control	attested	dokor		Repeated source response at groups 1 and 3. Repeated source response at groups 1 and 3.	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	144	door	1 | 3	m	Nalchapra	control	attested	dokor		Repeated source response at groups 1 and 3. Repeated source response at groups 1 and 3.	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	144	door	2	0	Bangla	control	attested	dɔrdʒa			552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	145	window	1	b	Nokshi	target	ambiguous		kʰokai̯ dukat	A small upper-right corner-like modifier is printed after final visible `dukat`; its value is not inferred.	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	145	window	1	c	Kholchanda	target	attested	kʰokai̯ duar			552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	145	window	3	q	Uttor Nokshi	target	attested	kokri dʰonda			552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	145	window	0	r	Chandabhoi	target	blank			Source explicitly prints `no entry` for this site.	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	145	window	2	l	Bharatpur	control	attested	kɛlki			552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
52	51	145	window	2	m	Nalchapra	control	attested	kɛlki			552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f
