item	gloss	group	site_codes	status	form	visible_base	note
247	short (length)	1	bcr	attested	banda		
247	short (length)	2	lm	attested	suŋa		
247	short (length)	3	0	attested	kʰato		
247	short (length)	4	q	attested	kʰatak		
248	heavy	1	bc	attested	liu		
248	heavy	2	lm	attested	tʃirima		
248	heavy	3	0	attested	bʰari		
248	heavy	3	q	attested	bʰar		
248	heavy	4	r	attested	lini		
249	light (not heavy)	1	lm	attested	tʃɛŋa		
249	light (not heavy)	1	r	attested	tʃɛŋni		
249	light (not heavy)	2	bc	attested	litʃa		
249	light (not heavy)	3	0	attested	halka		
249	light (not heavy)	4	q	attested	patla		
250	fat	1	b	attested	tʃadara		
250	fat	1	cqr	attested	tʃadra		
250	fat	2	l	attested	tʃuŋa		
250	fat	3	m	attested	lɛma		
250	fat	4	0	attested	moʈa		
251	thin	0	m	blank			Source explicitly prints `no entry` for this site.
251	thin	1	bcr	attested	ʃiran		
251	thin	2	l	attested	mɨl		
251	thin	3	0q	attested	tʃikon		
252	wide, broad	0	0bclmqr	not_used			Source explicitly marks the item `[not used]` globally.
253	narrow	0	0bclmqr	not_used			Source explicitly marks the item `[not used]` globally.
