physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
51	50	129	woman	1	b	Nokshi	target	attested	tiri			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	129	woman	1	c	Kholchanda	target	attested	tiri			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	129	woman	4	q	Uttor Nokshi	target	attested	madʒu			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	129	woman	1	r	Chandabhoi	target	attested	tiri			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	129	woman	2	l	Bharatpur	control	attested	gɨwui̯			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	129	woman	2	m	Nalchapra	control	attested	gɨwui̯			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	129	woman	3	0	Bangla	control	attested	mohila			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	130	father	2	b	Nokshi	target	attested	awa			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	130	father	2	c	Kholchanda	target	attested	awa			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	130	father	3	q	Uttor Nokshi	target	attested	baba		Site `0` also has the separately printed group-1 response `abba`.	0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	130	father	2	r	Chandabhoi	target	attested	awa			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	130	father	3	l	Bharatpur	control	attested	baba		Site `0` also has the separately printed group-1 response `abba`.	0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
