item	gloss	group	site_codes	status	form	visible_base	note
105	ear	1	bclmr	attested	nakʰar		
105	ear	1	q	attested	nakor		
105	ear	2	0	attested	kan		
106	cheek	1	lm	attested	pʰai̯tʰupa		
106	cheek	2	bcr	ambiguous		pai̯tʰok	A small upper-right corner-like modifier is printed after visible `pai̯tʰok`; its value is not inferred.
106	cheek	3	0	attested	gal		
106	cheek	4	q	attested	tʃapa		
107	chin	1	lm	attested	kadɨmbai̯		
107	chin	2	bcr	attested	katʰolok		
107	chin	3	0	attested	tʃibuk		
107	chin	4	q	attested	dadi		
