physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
59	58	247	short (length)	1	b	Nokshi	target	attested	banda			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	247	short (length)	1	c	Kholchanda	target	attested	banda			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	247	short (length)	4	q	Uttor Nokshi	target	attested	kʰatak			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	247	short (length)	1	r	Chandabhoi	target	attested	banda			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	247	short (length)	2	l	Bharatpur	control	attested	suŋa			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	247	short (length)	2	m	Nalchapra	control	attested	suŋa			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	247	short (length)	3	0	Bangla	control	attested	kʰato			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	248	heavy	1	b	Nokshi	target	attested	liu			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	248	heavy	1	c	Kholchanda	target	attested	liu			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	248	heavy	3	q	Uttor Nokshi	target	attested	bʰar			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	248	heavy	4	r	Chandabhoi	target	attested	lini			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	248	heavy	2	l	Bharatpur	control	attested	tʃirima			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	248	heavy	2	m	Nalchapra	control	attested	tʃirima			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	248	heavy	3	0	Bangla	control	attested	bʰari			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	249	light (not heavy)	2	b	Nokshi	target	attested	litʃa			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	249	light (not heavy)	2	c	Kholchanda	target	attested	litʃa			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	249	light (not heavy)	4	q	Uttor Nokshi	target	attested	patla			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	249	light (not heavy)	1	r	Chandabhoi	target	attested	tʃɛŋni			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	249	light (not heavy)	1	l	Bharatpur	control	attested	tʃɛŋa			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	249	light (not heavy)	1	m	Nalchapra	control	attested	tʃɛŋa			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	249	light (not heavy)	3	0	Bangla	control	attested	halka			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	250	fat	1	b	Nokshi	target	attested	tʃadara			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	250	fat	1	c	Kholchanda	target	attested	tʃadra			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
59	58	250	fat	1	q	Uttor Nokshi	target	attested	tʃadra			df1cf41fd91981070c9ee6d21135a0093c4f5ff8337c4e45e4ff3ee72ea39c82
