physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
61	60	283	right	1	b	Nokshi	target	attested	dʒagara			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	283	right	1	c	Kholchanda	target	attested	dʒagara			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	283	right	3	q	Uttor Nokshi	target	attested	mai̯			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	283	right	1	r	Chandabhoi	target	attested	dʒagara			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	283	right	1	l	Bharatpur	control	attested	dʒagara			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	283	right	1	m	Nalchapra	control	attested	dʒagara			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	283	right	2	0	Bangla	control	attested	ɖan			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	284	left	2	b	Nokshi	target	attested	dɛbara			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	284	left	2	c	Kholchanda	target	attested	dɛbara			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	284	left	2	q	Uttor Nokshi	target	attested	dɛbara			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	284	left	2	r	Chandabhoi	target	attested	dɛbara			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	284	left	1	l	Bharatpur	control	attested	dʒagiʃi			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	284	left	1	m	Nalchapra	control	attested	dʒagiʃi			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	284	left	3	0	Bangla	control	attested	bam			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	285	black	1	b	Nokshi	target	ambiguous		pinak	A small upper-right corner-like modifier is printed after visible final `k`; its value is not inferred.	46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	285	black	1	c	Kholchanda	target	ambiguous		pinak	A small upper-right corner-like modifier is printed after visible final `k`; its value is not inferred.	46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	285	black	2	q	Uttor Nokshi	target	attested	nɛka			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	285	black	1	r	Chandabhoi	target	ambiguous		pinak	A small upper-right corner-like modifier is printed after visible final `k`; its value is not inferred.	46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	285	black	2	l	Bharatpur	control	attested	naka			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	285	black	2	m	Nalchapra	control	attested	naka			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	285	black	3	0	Bangla	control	attested	kalo			46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	286	white	2	b	Nokshi	target	ambiguous		pɛbok	A small upper-right corner-like modifier is printed after visible final `k`; its value is not inferred.	46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	286	white	2	c	Kholchanda	target	ambiguous		pɛbok	A small upper-right corner-like modifier is printed after visible final `k`; its value is not inferred.	46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	286	white	1	q	Uttor Nokshi	target	ambiguous		boka/gippok	Small upper-right corner-like modifiers are printed after visible `p` and final `k`; their values are not inferred.	46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	286	white	2	r	Chandabhoi	target	ambiguous		pɛbok	A small upper-right corner-like modifier is printed after visible final `k`; its value is not inferred.	46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
61	60	286	white	1	l	Bharatpur	control	ambiguous		boka/gippok	Small upper-right corner-like modifiers are printed after visible `p` and final `k`; their values are not inferred.	46a82766781ef33afab16cfaed915f48f9ff98296caa7c4d5bd074c44a967cb4
