item	gloss	group	site_codes	status	form	visible_base	note
276	new	1	bclmr	attested	pidan		
276	new	2	0	attested	notun		
276	new	3	q	attested	noja		
277	old	0	l	blank			Source explicitly prints `no entry` for this site.
277	old	1	bc	attested	bura		
277	old	2	0	attested	purano		
277	old	2	q	attested	purʌn		
277	old	3	mr	attested	pitʃam		
278	broken	1	q	attested	bai̯ni		
278	broken	2	bcr	attested	natʰini		
278	broken	3	lm	attested	bai̯.oʔ		
278	broken	4	0	attested	bʰaŋga		
279	above	1	bcr	attested	kara		
279	above	2	lm	attested	kʰambai̯		
279	above	3	0	attested	upore		
279	above	3	q	attested	upurʌŋ		
280	below	1	r	attested	kama		
280	below	1	bc	attested	kukma		
280	below	2	lm	attested	niŋ		
280	below	3	0	attested	nitʃɛ		
280	below	4	q	attested	tolaŋ		
281	far	1	lm	attested	dʒana		
281	far	1	bc	attested	dʒanni		
281	far	1	r	attested	dʒanu		
281	far	2	0	attested	durɛ		
281	far	2	q	attested	durʌŋ		
282	near	1	bcr	attested	dakan		
282	near	2	lm	attested	nɛka		
282	near	3	0	attested	katʃʰɛ		
282	near	4	q	attested	osorai̯		
