physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
54	53	177	to walk	2	b	Nokshi	target	attested	bɛrai̯			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	177	to walk	2	c	Kholchanda	target	attested	bɛrai̯			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	177	to walk	5	q	Uttor Nokshi	target	attested	lʌdʒʌmlai̯			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	177	to walk	2	r	Chandabhoi	target	attested	bɛrai̯			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	177	to walk	3	l	Bharatpur	control	attested	rai̯			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	177	to walk	1	m	Nalchapra	control	attested	ramari			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	177	to walk	4	0	Bangla	control	attested	hãta			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	178	to fly	1	b	Nokshi	target	attested	pur			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	178	to fly	2	c	Kholchanda	target	attested	pu			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	178	to fly	4	q	Uttor Nokshi	target	attested	ora			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	178	to fly	0	r	Chandabhoi	target	blank			Source explicitly prints `no entry` for this site.	5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	178	to fly	2	l	Bharatpur	control	attested	piu̯			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	178	to fly	3	m	Nalchapra	control	attested	bul			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	178	to fly	4	0	Bangla	control	attested	ora			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	179	to enter	1	b	Nokshi	target	attested	daŋ			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	179	to enter	1	c	Kholchanda	target	attested	daŋ			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	179	to enter	1	q	Uttor Nokshi	target	attested	daŋ			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
