physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
44	43	19	sand	2	b	Nokshi	target	attested	hasɛŋ			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	19	sand	1 | 2	c	Kholchanda	target	attested	hatʃɛŋ		Exact repeated source response printed again under similarity group 2; preserve the repeated group in the conceptual-cell audit.	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	19	sand	2	q	Uttor Nokshi	target	attested	haʃɛŋ			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	19	sand	2	r	Chandabhoi	target	attested	hasɛŋ			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	19	sand	1 | 2	l	Bharatpur	control	attested	hatʃɛŋ		Exact repeated source response printed again under similarity group 2; preserve the repeated group in the conceptual-cell audit.	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	19	sand	1	m	Nalchapra	control	attested	hanʔtʃɛŋ			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	19	sand	3	0	Bangla	control	attested	bali			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	20	gold	1	b	Nokshi	target	attested	ʃona			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	20	gold	1	c	Kholchanda	target	attested	ʃona			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	20	gold	1	q	Uttor Nokshi	target	attested	ʃona			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	20	gold	1	r	Chandabhoi	target	attested	ʃona			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	20	gold	1	l	Bharatpur	control	attested	ʃona			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	20	gold	1	m	Nalchapra	control	attested	ʃona			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	20	gold	1	0	Bangla	control	attested	ʃona			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	21	silver	1	b	Nokshi	target	attested	rupa			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	21	silver	1	c	Kholchanda	target	attested	rupa			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	21	silver	1	q	Uttor Nokshi	target	attested	rupa			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	21	silver	1	r	Chandabhoi	target	attested	rupa			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	21	silver	1	l	Bharatpur	control	attested	rupa			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	21	silver	1	m	Nalchapra	control	attested	rupa			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	21	silver	1	0	Bangla	control	attested	rupa			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	22	today	1	b	Nokshi	target	attested	tai̯ni			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	22	today	1	c	Kholchanda	target	attested	tai̯ni			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	22	today	1	q	Uttor Nokshi	target	attested	tini			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	22	today	1	r	Chandabhoi	target	attested	tai̯ni			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	22	today	2	l	Bharatpur	control	attested	taan			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	22	today	1	m	Nalchapra	control	attested	tani			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	22	today	3	0	Bangla	control	attested	adʒ			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	23	yesterday	1	b	Nokshi	target	attested	mui̯ja			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	23	yesterday	1	c	Kholchanda	target	attested	mui̯ja			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
