physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
45	44	38	potato	1	b	Nokshi	target	attested	kʰan			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	38	potato	1	c	Kholchanda	target	attested	kʰan			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	38	potato	3	q	Uttor Nokshi	target	attested	alu			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	38	potato	1	r	Chandabhoi	target	attested	kʰan			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	38	potato	1	l	Bharatpur	control	attested	kʰan			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	38	potato	1	m	Nalchapra	control	attested	kʰan			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	38	potato	2	m	Nalchapra	control	attested	alubʰuʈa			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	38	potato	3	0	Bangla	control	attested	alu			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	39	cauliflower	1	b	Nokshi	target	attested	pʰulkopi			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	39	cauliflower	1	c	Kholchanda	target	attested	pʰulkopi			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	39	cauliflower	1	q	Uttor Nokshi	target	attested	pʰulkopi			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	39	cauliflower	1	r	Chandabhoi	target	attested	pʰulkopi			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	39	cauliflower	1	l	Bharatpur	control	attested	pʰulkopi			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	39	cauliflower	1	m	Nalchapra	control	attested	pʰulkopi			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	39	cauliflower	1	0	Bangla	control	attested	pʰulkopi			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	40	cabbage	1	b	Nokshi	target	attested	badʰakopi			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	40	cabbage	1	c	Kholchanda	target	attested	badʰakopi			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	40	cabbage	1	q	Uttor Nokshi	target	attested	badʰakopi			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	40	cabbage	1	r	Chandabhoi	target	attested	badʰakopi			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	40	cabbage	1	l	Bharatpur	control	attested	badʰakopi			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	40	cabbage	1	m	Nalchapra	control	attested	badʰakopi			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	40	cabbage	1	0	Bangla	control	attested	badʰakopi			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	41	eggplant	2	b	Nokshi	target	attested	bantao̯			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	41	eggplant	2	c	Kholchanda	target	attested	bantao̯			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	41	eggplant	1	q	Uttor Nokshi	target	attested	bai̯gon			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	41	eggplant	2	r	Chandabhoi	target	attested	bantao̯			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	41	eggplant	2	l	Bharatpur	control	attested	mantao̯			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	41	eggplant	2	m	Nalchapra	control	attested	mantao̯			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	41	eggplant	1	0	Bangla	control	attested	bɛgun			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	42	peanut	1	b	Nokshi	target	attested	badam			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	42	peanut	1	c	Kholchanda	target	attested	badam			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	42	peanut	1	q	Uttor Nokshi	target	attested	badam			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	42	peanut	1	r	Chandabhoi	target	attested	badam			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	42	peanut	1	l	Bharatpur	control	attested	badam			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	42	peanut	1	m	Nalchapra	control	attested	badam			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	42	peanut	1	0	Bangla	control	attested	badam			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
