physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
58	57	238	hundred	2	b	Nokshi	target	attested	ʃɔ			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	238	hundred	2	c	Kholchanda	target	attested	ʃɔ			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	238	hundred	2	q	Uttor Nokshi	target	attested	ʃɔ			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	238	hundred	2	r	Chandabhoi	target	attested	ʃɔ			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	238	hundred	1	l	Bharatpur	control	attested	radʒa			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	238	hundred	1	m	Nalchapra	control	attested	radʒa			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	238	hundred	2	0	Bangla	control	attested	ʃɔ			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	239	thousand	1	b	Nokshi	target	attested	hadʒar			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	239	thousand	1	c	Kholchanda	target	attested	hadʒar			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	239	thousand	1	q	Uttor Nokshi	target	attested	hadʒar			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	239	thousand	1	r	Chandabhoi	target	attested	hadʒar			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	239	thousand	1	l	Bharatpur	control	attested	hadʒar			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	239	thousand	1	m	Nalchapra	control	attested	hadʒar			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	239	thousand	1	0	Bangla	control	attested	hadʒar			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	240	few	0	b	Nokshi	target	not_used			Source explicitly marks the item `[not used]` globally.	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	240	few	0	c	Kholchanda	target	not_used			Source explicitly marks the item `[not used]` globally.	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	240	few	0	q	Uttor Nokshi	target	not_used			Source explicitly marks the item `[not used]` globally.	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	240	few	0	r	Chandabhoi	target	not_used			Source explicitly marks the item `[not used]` globally.	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	240	few	0	l	Bharatpur	control	not_used			Source explicitly marks the item `[not used]` globally.	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	240	few	0	m	Nalchapra	control	not_used			Source explicitly marks the item `[not used]` globally.	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	240	few	0	0	Bangla	control	not_used			Source explicitly marks the item `[not used]` globally.	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	241	some	2	b	Nokshi	target	ambiguous		tɛp	A small upper-right corner-like modifier is printed after final visible `tɛp`; its value is not inferred.	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	241	some	2	c	Kholchanda	target	ambiguous		tɛp	A small upper-right corner-like modifier is printed after final visible `tɛp`; its value is not inferred.	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	241	some	1	q	Uttor Nokshi	target	attested	akui̯ʃa			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	241	some	1	r	Chandabhoi	target	attested	akui̯ʃa			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	241	some	2	r	Chandabhoi	target	ambiguous		tɛp	A small upper-right corner-like modifier is printed after final visible `tɛp`; its value is not inferred.	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	241	some	3	l	Bharatpur	control	attested	tʃoi̯ʃan			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
58	57	241	some	3	m	Nalchapra	control	attested	tʃoi̯ʃan			e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc
