physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
48	47	86	rat	1	b	Nokshi	target	attested	moʃai̯			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	86	rat	1	c	Kholchanda	target	attested	moʃai̯			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	86	rat	4	q	Uttor Nokshi	target	attested	motʃot			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	86	rat	1	r	Chandabhoi	target	attested	moʃai̯			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	86	rat	2	l	Bharatpur	control	ambiguous		midʒut	A small upper-right corner-like modifier is printed after visible `midʒut`; its value is not inferred.	3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	86	rat	2 | 4	m	Nalchapra	control	ambiguous		miʔtʃut	A small upper-right corner-like modifier is printed after visible `miʔtʃut`; its value is not inferred. Repeated source response at groups 2 and 4. A small upper-right corner-like modifier is printed after visible `miʔtʃut`; its value is not inferred. Repeated source response at groups 2 and 4.	3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	86	rat	3	0	Bangla	control	attested	idur			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	87	chicken (adult female)	1	b	Nokshi	target	attested	tau̯			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	87	chicken (adult female)	1	c	Kholchanda	target	attested	tau̯			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	87	chicken (adult female)	1	q	Uttor Nokshi	target	attested	tau̯			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	87	chicken (adult female)	1	r	Chandabhoi	target	attested	tau̯			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	87	chicken (adult female)	1	l	Bharatpur	control	attested	tau̯			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	87	chicken (adult female)	1	m	Nalchapra	control	attested	tau̯			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	87	chicken (adult female)	2	0	Bangla	control	attested	murgi			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	88	egg	1	b	Nokshi	target	attested	pitɨk			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	88	egg	1	c	Kholchanda	target	attested	pitɨk			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	88	egg	1	q	Uttor Nokshi	target	attested	tau̯tɨk			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	88	egg	1	r	Chandabhoi	target	attested	pitɨk			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	88	egg	2	l	Bharatpur	control	attested	tɨi̯			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	88	egg	2	m	Nalchapra	control	attested	tɨi̯			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	88	egg	3	0	Bangla	control	attested	dim			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	89	fish	1	b	Nokshi	target	attested	na			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	89	fish	1	c	Kholchanda	target	attested	na			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	89	fish	1	q	Uttor Nokshi	target	attested	na			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	89	fish	1	r	Chandabhoi	target	attested	na			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	89	fish	1	l	Bharatpur	control	attested	na			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	89	fish	1	m	Nalchapra	control	attested	na			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
48	47	89	fish	2	0	Bangla	control	attested	matʃʰ			3ccaccce8cecc40c2f08a24ea4d6f061759496738e680af5f0ff25d9c032236c
