physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
50	49	112	hand	3	b	Nokshi	target	ambiguous		tʃakaprak	Small upper-right corner-like modifiers are printed after visible `tʃak` and final `aprak`; neither value is inferred.	ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	112	hand	3	c	Kholchanda	target	ambiguous		tʃakaprak	Small upper-right corner-like modifiers are printed after visible `tʃak` and final `aprak`; neither value is inferred.	ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	112	hand	1	q	Uttor Nokshi	target	ambiguous		tʃak	A small upper-right corner-like modifier is printed after visible `tʃak`; its value is not inferred.	ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	112	hand	1	r	Chandabhoi	target	ambiguous		tʃak	A small upper-right corner-like modifier is printed after visible `tʃak`; its value is not inferred.	ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	112	hand	1	l	Bharatpur	control	ambiguous		tʃak	A small upper-right corner-like modifier is printed after visible `tʃak`; its value is not inferred.	ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	112	hand	1	m	Nalchapra	control	ambiguous		tʃak	A small upper-right corner-like modifier is printed after visible `tʃak`; its value is not inferred.	ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	112	hand	2	0	Bangla	control	attested	hat			ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	113	palm	2	b	Nokshi	target	ambiguous		tʃaktala	A small upper-right corner-like modifier is printed after visible `tʃak` before `tala`; its value is not inferred.	ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	113	palm	2	c	Kholchanda	target	ambiguous		tʃaktala	A small upper-right corner-like modifier is printed after visible `tʃak` before `tala`; its value is not inferred.	ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	113	palm	4	q	Uttor Nokshi	target	attested	tʃak pata			ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	113	palm	2	r	Chandabhoi	target	ambiguous		tʃaktala	A small upper-right corner-like modifier is printed after visible `tʃak` before `tala`; its value is not inferred.	ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	113	palm	1	l	Bharatpur	control	ambiguous		tʃakpʰa	A small upper-right corner-like modifier is printed after visible `tʃak` before `pʰa`; its value is not inferred.	ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	113	palm	1	m	Nalchapra	control	ambiguous		tʃakpʰa	A small upper-right corner-like modifier is printed after visible `tʃak` before `pʰa`; its value is not inferred.	ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	113	palm	3	0	Bangla	control	attested	hatɛr tɔla			ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	114	finger	1	b	Nokshi	target	attested	tʃaʃi			ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	114	finger	1	c	Kholchanda	target	attested	tʃaʃi			ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	114	finger	2	q	Uttor Nokshi	target	attested	aŋul			ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	114	finger	1	r	Chandabhoi	target	attested	tʃaʃi			ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	114	finger	1	l	Bharatpur	control	ambiguous		tʃakʃi	A small upper-right corner-like modifier is printed after visible `tʃak` before `ʃi`; its value is not inferred.	ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	114	finger	1	m	Nalchapra	control	ambiguous		tʃakʃi	A small upper-right corner-like modifier is printed after visible `tʃak` before `ʃi`; its value is not inferred.	ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
50	49	114	finger	2	0	Bangla	control	attested	aŋgur			ebc2715bc94dc8921ad61aa1d062fb79fd50df2fe6a102961d98817924dd7ba1
