physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
45	44	29	morning	2	b	Nokshi	target	ambiguous		manat	A small upper-right corner-like modifier follows the visible final `t`; its value is not inferred.	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	29	morning	2	c	Kholchanda	target	ambiguous		manat	A small upper-right corner-like modifier follows the visible final `t`; its value is not inferred.	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	29	morning	4	q	Uttor Nokshi	target	attested	bihan			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	29	morning	2	r	Chandabhoi	target	attested	manap			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	29	morning	1	l	Bharatpur	control	attested	walni			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	29	morning	1	m	Nalchapra	control	attested	walni			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	29	morning	3	0	Bangla	control	attested	ʃokal			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	30	noon	2	b	Nokshi	target	attested	dupur			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	30	noon	2	c	Kholchanda	target	attested	dupur			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	30	noon	2	q	Uttor Nokshi	target	attested	dupur			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	30	noon	2	r	Chandabhoi	target	attested	dupur			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	30	noon	2	l	Bharatpur	control	attested	dupur			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	30	noon	1	m	Nalchapra	control	attested	ʃanmadʒi			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	30	noon	2	0	Bangla	control	attested	dupur			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	31	evening	1	b	Nokshi	target	attested	gasum			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	31	evening	1	c	Kholchanda	target	attested	gasum			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	31	evening	3	q	Uttor Nokshi	target	attested	bɛlabati			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	31	evening	1	r	Chandabhoi	target	attested	dasum			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	31	evening	1	l	Bharatpur	control	attested	gasam			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	31	evening	1	m	Nalchapra	control	attested	gasam			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	31	evening	2	0	Bangla	control	attested	ʃondʰa			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	32	night	2	b	Nokshi	target	ambiguous		pʰarok	A small upper-right corner-like modifier follows the visible final `k`; its value is not inferred.	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	32	night	2	c	Kholchanda	target	ambiguous		pʰarok	A small upper-right corner-like modifier follows the visible final `k`; its value is not inferred.	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	32	night	4	q	Uttor Nokshi	target	attested	pʰar			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	32	night	2	r	Chandabhoi	target	ambiguous		pʰarok	A small upper-right corner-like modifier follows the visible final `k`; its value is not inferred.	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	32	night	1	l	Bharatpur	control	attested	wal			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	32	night	1	m	Nalchapra	control	attested	wal			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	32	night	3	0	Bangla	control	attested	rat			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	33	paddy rice	1	b	Nokshi	target	attested	mai̯			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	33	paddy rice	1	c	Kholchanda	target	attested	mai̯			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	33	paddy rice	1	q	Uttor Nokshi	target	attested	mai̯			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	33	paddy rice	1	r	Chandabhoi	target	attested	mai̯			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	33	paddy rice	1	l	Bharatpur	control	attested	mai̯			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	33	paddy rice	1	m	Nalchapra	control	attested	mai̯			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
45	44	33	paddy rice	2	0	Bangla	control	attested	dʰan			d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af
