physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
54	53	168	candle	1	b	Nokshi	target	attested	mombati			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	168	candle	1	c	Kholchanda	target	attested	mombati			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	168	candle	1	q	Uttor Nokshi	target	attested	mombati			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	168	candle	1	r	Chandabhoi	target	attested	mombati			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	168	candle	1	l	Bharatpur	control	attested	mombati			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	168	candle	1	m	Nalchapra	control	attested	mombati			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	168	candle	1	0	Bangla	control	attested	mombati			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	169	boat	2	b	Nokshi	target	attested	nau̯ka			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	169	boat	2	c	Kholchanda	target	attested	nau̯ka			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	169	boat	2	q	Uttor Nokshi	target	attested	nau̯ka			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	169	boat	2	r	Chandabhoi	target	attested	nou̯ka			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	169	boat	1	l	Bharatpur	control	attested	ruŋ			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	169	boat	1	m	Nalchapra	control	attested	ruŋ			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	169	boat	2	0	Bangla	control	attested	nou̯ka			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	170	road	1	b	Nokshi	target	attested	lam			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	170	road	1	c	Kholchanda	target	attested	lam			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	170	road	1	q	Uttor Nokshi	target	attested	lam			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
54	53	170	road	1	r	Chandabhoi	target	attested	lam			5e58e7f5bc68907c50104c862dfbd3ed7c1b31b367b37af1558ee7296d06c30a
