physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
60	59	269	different	2	b	Nokshi	target	ambiguous		bɛgat	A small upper-right corner-like modifier is printed after visible final `t`; its value is not inferred.	c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	269	different	2	c	Kholchanda	target	ambiguous		bɛgat	A small upper-right corner-like modifier is printed after visible final `t`; its value is not inferred.	c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	269	different	4	q	Uttor Nokshi	target	attested	dʒudʌ			c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	269	different	2	r	Chandabhoi	target	ambiguous		bɛgat	A small upper-right corner-like modifier is printed after visible final `t`; its value is not inferred.	c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	269	different	1	l	Bharatpur	control	attested	diŋtʰaŋ			c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	269	different	1	m	Nalchapra	control	attested	diŋtʰaŋ			c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	269	different	3	0	Bangla	control	attested	bʰinno			c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	270	dry	1	b	Nokshi	target	attested	ranni			c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	270	dry	1	c	Kholchanda	target	attested	ranni			c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	270	dry	1	q	Uttor Nokshi	target	attested	ranni			c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	270	dry	1	r	Chandabhoi	target	attested	ranni			c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	270	dry	2	l	Bharatpur	control	ambiguous		raʔnok	A small upper-right corner-like modifier is printed after visible final `k`; its value is not inferred.	c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	270	dry	1 | 2	m	Nalchapra	control	attested	raʔna			c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	270	dry	3	0	Bangla	control	attested	ʃukna			c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	271	wet	1	b	Nokshi	target	attested	ʃum			c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	271	wet	1	c	Kholchanda	target	attested	ʃum			c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
60	59	271	wet	4	q	Uttor Nokshi	target	attested	tiʃam			c30a4df62df011cdda57c2fcdfa3d9b72a5fbe480b2dc69788a22e1f608aa2ab
