physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
46	45	52	banana	1	b	Nokshi	target	attested	lɛtʰai̯			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	52	banana	1	c	Kholchanda	target	attested	lɛtʰai̯			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	52	banana	2	q	Uttor Nokshi	target	attested	kɔla			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	52	banana	1	r	Chandabhoi	target	attested	lɛtʰai̯			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	52	banana	1	l	Bharatpur	control	ambiguous		rɛktʰai̯	A small upper-right corner-like modifier is printed between visible `k` and `tʰ`; its value is not inferred.	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	52	banana	1	m	Nalchapra	control	ambiguous		rɛktʰai̯	A small upper-right corner-like modifier is printed between visible `k` and `tʰ`; its value is not inferred.	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	52	banana	2	0	Bangla	control	attested	kɔla			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	53	mango	1	b	Nokshi	target	attested	botʃor			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	53	mango	1	c	Kholchanda	target	attested	botʃor			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	53	mango	3	q	Uttor Nokshi	target	attested	ambok			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	53	mango	1	r	Chandabhoi	target	attested	botʃor			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	53	mango	1	l	Bharatpur	control	attested	botʃot			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	53	mango	1	m	Nalchapra	control	attested	botʃot			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	53	mango	2	0	Bangla	control	attested	am			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	54	flower	1	b	Nokshi	target	attested	par			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	54	flower	1	c	Kholchanda	target	attested	par			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	54	flower	2	q	Uttor Nokshi	target	attested	ful			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	54	flower	1	r	Chandabhoi	target	attested	par			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	54	flower	0	l	Bharatpur	control	blank			Printed `no entry`.	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	54	flower	2	m	Nalchapra	control	attested	ful			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	54	flower	2	0	Bangla	control	attested	ful			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	55	seed	0	b	Nokshi	target	blank			Printed `no entry`.	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	55	seed	3	c	Kholchanda	target	attested	bidʒ			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	55	seed	1	q	Uttor Nokshi	target	attested	biʃun			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	55	seed	4	r	Chandabhoi	target	attested	kɛr			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	55	seed	2	l	Bharatpur	control	attested	tʃari			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	55	seed	2	m	Nalchapra	control	attested	tʃara			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	55	seed	3	0	Bangla	control	attested	bidʒ			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	56	sugarcane	2	b	Nokshi	target	attested	kosɛr			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	56	sugarcane	2	c	Kholchanda	target	attested	kosɛr			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
46	45	56	sugarcane	2	q	Uttor Nokshi	target	attested	koi̯har			5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735
