physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
44	43	14	river	2	b	Nokshi	target	attested	dʒora			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	14	river	3	c	Kholchanda	target	attested	tʰoloŋ			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	14	river	1	q	Uttor Nokshi	target	attested	gaŋ			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	14	river	7	r	Chandabhoi	target	attested	timat			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	14	river	4	l	Bharatpur	control	attested	tei̯ kʰar			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	14	river	5	m	Nalchapra	control	attested	tei̯ muŋ			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	14	river	6	0	Bangla	control	attested	nodi			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	15	soil/ground	1	b	Nokshi	target	attested	haʔ			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	15	soil/ground	1	c	Kholchanda	target	attested	haʔ			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	15	soil/ground	1	q	Uttor Nokshi	target	attested	haʔ			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	15	soil/ground	1	r	Chandabhoi	target	attested	haʔ			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	15	soil/ground	1	l	Bharatpur	control	attested	haʔ			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	15	soil/ground	1	m	Nalchapra	control	attested	haʔ			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	15	soil/ground	2	0	Bangla	control	attested	maʈi			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	16	mud	2 | 3	b	Nokshi	target	attested	haʔdilɛka / kadoŋ		Exact repeated source response printed again under similarity group 3; preserve the repeated group in the conceptual-cell audit.	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	16	mud	2 | 3	c	Kholchanda	target	attested	haʔdilɛka / kadoŋ		Exact repeated source response printed again under similarity group 3; preserve the repeated group in the conceptual-cell audit.	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	16	mud	2	q	Uttor Nokshi	target	attested	hadlika			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	16	mud	2 | 3	r	Chandabhoi	target	attested	haʔdilɛka / kadoŋ		Exact repeated source response printed again under similarity group 3; preserve the repeated group in the conceptual-cell audit.	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	16	mud	1	l	Bharatpur	control	attested	doba			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	16	mud	1	m	Nalchapra	control	attested	doba			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	16	mud	3	0	Bangla	control	attested	kada			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	17	dust	1	b	Nokshi	target	attested	hapu			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	17	dust	1	c	Kholchanda	target	ambiguous		haput	A small upper-right corner-like modifier follows final t; its value is not inferred.	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
44	43	17	dust	5	q	Uttor Nokshi	target	attested	haʃɛŋ			9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a
