physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
51	50	122	sweat	0	b	Nokshi	target	blank			Source explicitly prints `no entry` for this site.	0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	122	sweat	1	c	Kholchanda	target	attested	ramti			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	122	sweat	3	q	Uttor Nokshi	target	attested	gʰam			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	122	sweat	1	r	Chandabhoi	target	attested	ramti			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	122	sweat	2	l	Bharatpur	control	ambiguous		tuŋok	A small upper-right corner-like modifier is printed after final visible `tuŋok`; its value is not inferred.	0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	122	sweat	2	m	Nalchapra	control	attested	tuŋgoa̯			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	122	sweat	3	0	Bangla	control	attested	gʰam			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	123	belly	1	b	Nokshi	target	ambiguous		hok	A small upper-right corner-like modifier is printed after final visible `hok`; its value is not inferred.	0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	123	belly	1	c	Kholchanda	target	ambiguous		hok	A small upper-right corner-like modifier is printed after final visible `hok`; its value is not inferred.	0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	123	belly	4	q	Uttor Nokshi	target	attested	ok			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	123	belly	1	r	Chandabhoi	target	ambiguous		hok	A small upper-right corner-like modifier is printed after final visible `hok`; its value is not inferred.	0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	123	belly	3	l	Bharatpur	control	attested	pipʰuʔ			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	123	belly	3	m	Nalchapra	control	ambiguous		pipuk	A small upper-right corner-like modifier is printed after final visible `pipuk`; its value is not inferred.	0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	123	belly	2	0	Bangla	control	attested	pɛt			0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	124	heart (organ)	0	b	Nokshi	target	blank			Source explicitly prints `no entry` for these sites.	0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	124	heart (organ)	2	c	Kholchanda	target	ambiguous		pʰoktʃa	A small upper-right corner-like modifier is printed after visible `pʰok` before `tʃa`; its value is not inferred.	0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	124	heart (organ)	0	q	Uttor Nokshi	target	blank			Source explicitly prints `no entry` for these sites.	0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
51	50	124	heart (organ)	0	r	Chandabhoi	target	blank			Source explicitly prints `no entry` for these sites.	0b546e625b0be38dd67c7f3130c3fde62ab1b7e5d269fac8af6f83c3e7faa5a1
