physical_page	printed_page	item	gloss	group	site_code	site	role	status	form	visible_base	note	evidence_sha256
57	56	214	to burn	1	b	Nokshi	target	attested	ʃau̯			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	214	to burn	1	c	Kholchanda	target	attested	ʃau̯			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	214	to burn	3	q	Uttor Nokshi	target	attested	sau̯			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	214	to burn	1	r	Chandabhoi	target	attested	ʃau̯			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	214	to burn	3	l	Bharatpur	control	attested	sau̯			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	214	to burn	1	m	Nalchapra	control	attested	ʃau̯			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	214	to burn	2	0	Bangla	control	attested	porano			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	215	to buy	1	b	Nokshi	target	attested	pɛra			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	215	to buy	1	c	Kholchanda	target	attested	pɛra			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	215	to buy	3	q	Uttor Nokshi	target	attested	kinnai̯			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	215	to buy	1	r	Chandabhoi	target	attested	pɛra			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	215	to buy	2	l	Bharatpur	control	attested	ra			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	215	to buy	2	m	Nalchapra	control	attested	ra			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	215	to buy	3	0	Bangla	control	attested	kena			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	216	to sell	1	b	Nokshi	target	attested	pʰal			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	216	to sell	1	c	Kholchanda	target	attested	pʰal			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	216	to sell	1	q	Uttor Nokshi	target	attested	pʰal			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	216	to sell	1	r	Chandabhoi	target	attested	pʰal			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	216	to sell	1	l	Bharatpur	control	attested	pʰal			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	216	to sell	1	m	Nalchapra	control	attested	pʰal			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	216	to sell	2	0	Bangla	control	attested	bikri kɔra			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	217	to steal	1	b	Nokshi	target	attested	tʃora			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	217	to steal	1	c	Kholchanda	target	attested	tʃora			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	217	to steal	1	q	Uttor Nokshi	target	attested	tʃur			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	217	to steal	1	r	Chandabhoi	target	attested	tʃora			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	217	to steal	2	l	Bharatpur	control	attested	ʃakʰau̯			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	217	to steal	2	m	Nalchapra	control	attested	ʃakʰau̯			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	217	to steal	3	0	Bangla	control	attested	tʃuri kɔra			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	218	to lie, fib	1	b	Nokshi	target	attested	boja bar			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	218	to lie, fib	1	c	Kholchanda	target	attested	boja bar			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	218	to lie, fib	4	q	Uttor Nokshi	target	attested	pʰat			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	218	to lie, fib	5	r	Chandabhoi	target	attested	malam bar			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	218	to lie, fib	2	l	Bharatpur	control	attested	tʰolai̯ (bal)			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	218	to lie, fib	2	m	Nalchapra	control	attested	tʰolai̯ (bal)			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	218	to lie, fib	3	0	Bangla	control	attested	mittʰa bɔla			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	219	to take	1	b	Nokshi	target	ambiguous		nak	A small upper-right corner-like modifier is printed after final visible `nak`; its value is not inferred.	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	219	to take	1	c	Kholchanda	target	ambiguous		nak	A small upper-right corner-like modifier is printed after final visible `nak`; its value is not inferred.	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	219	to take	4	q	Uttor Nokshi	target	attested	laŋ			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	219	to take	4	r	Chandabhoi	target	attested	laŋ			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	219	to take	2	l	Bharatpur	control	attested	ra			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	219	to take	2	m	Nalchapra	control	attested	ra			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	219	to take	3	0	Bangla	control	attested	nɛa			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	220	to give	2	b	Nokshi	target	attested	lakʰa			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	220	to give	2	c	Kholchanda	target	attested	lakʰa			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	220	to give	2	q	Uttor Nokshi	target	attested	laha			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	220	to give	2	r	Chandabhoi	target	attested	lakʰa			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	220	to give	1	l	Bharatpur	control	attested	hin			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	220	to give	4	m	Nalchapra	control	ambiguous		hut	A small upper-right corner-like modifier is printed after final visible `hut`; its value is not inferred.	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	220	to give	3	0	Bangla	control	attested	dɛa			3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	221	to kill	0	b	Nokshi	target	not_used			Source explicitly marks the item `[not used]` globally.	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	221	to kill	0	c	Kholchanda	target	not_used			Source explicitly marks the item `[not used]` globally.	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	221	to kill	0	q	Uttor Nokshi	target	not_used			Source explicitly marks the item `[not used]` globally.	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	221	to kill	0	r	Chandabhoi	target	not_used			Source explicitly marks the item `[not used]` globally.	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	221	to kill	0	l	Bharatpur	control	not_used			Source explicitly marks the item `[not used]` globally.	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	221	to kill	0	m	Nalchapra	control	not_used			Source explicitly marks the item `[not used]` globally.	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
57	56	221	to kill	0	0	Bangla	control	not_used			Source explicitly marks the item `[not used]` globally.	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0
