Item	Gloss	Site_Code	PDF_Page	Printed_Page	Column	Page_Row	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
80	Salt	MTP	31	25	right	6	upːɨ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	Salt	MTV	31	25	right	6	uppɨ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	Salt	MTE	31	25	right	6	uppⁱ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	Salt	MAL	31	25	right	6	upːɨ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	Salt	TUL	31	25	right	6	upːⁱ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	Salt	KOD	31	25	right	6	uppɨ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
81	Meat	MTP	31	25	right	7	kadʒipːɨ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
81	Meat	MTV	31	25	right	7	eratʃi	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
81	Meat	MTE	31	25	right	7	kədʒippɨ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
81	Meat	MAL	31	25	right	7	iratʃi	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
81	Meat	TUL	31	25	right	7	mas	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
81	Meat	KOD	31	25	right	7	jəɾtʃi	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
82	Fat	MTP	32	26	left	1	nejːɨ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
82	Fat	MTV	32	26	left	1	nejːɨ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
82	Fat	MTE	32	26	left	1	nejjɨ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
82	Fat	MAL	32	26	left	1	nej	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
82	Fat	TUL	32	26	left	1	nejə	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
82	Fat	KOD	32	26	left	1	neɳa	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
83	Fish	MTP	32	26	left	2	umːi	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
83	Fish	MTV	32	26	left	2	miːn	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
83	Fish	MTE	32	26	left	2	ummɨ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
83	Fish	MAL	32	26	left	2	miːn	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
83	Fish	TUL	32	26	left	2	miːn	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
83	Fish	KOD	32	26	left	2	miːni	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
84	Chicken	MTP	32	26	left	3	koi	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
84	Chicken	MTV	32	26	left	3	koi	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
84	Chicken	MTE	32	26	left	3	koji	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
84	Chicken	MAL	32	26	left	3	koɻi	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
84	Chicken	TUL	32	26	left	3	korᵊ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
84	Chicken	KOD	32	26	left	3	koːɭi	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
85	Egg	MTP	32	26	left	4	muʈʈa	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
85	Egg	MTV	32	26	left	4	moʈʈa	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
85	Egg	MTE	32	26	left	4	moʈːɑ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
85	Egg	MAL	32	26	left	4	muʈːa	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
85	Egg	TUL	32	26	left	4	keʈi	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
85	Egg	KOD	32	26	left	4	motte	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
86	Cow	MTP	32	26	left	5	kaːli	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
86	Cow	MTV	32	26	left	5	pajʋu	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
86	Cow	MTE	32	26	left	5	kannukaːlɨ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
