Item	Gloss	Site_Code	PDF_Page	Printed_Page	Column	Page_Row	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
120	Today	MTP	33	27	right	4	ini	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
120	Today	MTV	33	27	right	4	ini	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
120	Today	MTE	33	27	right	4	inː	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
120	Today	MAL	33	27	right	4	inːə	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
120	Today	TUL	33	27	right	4	ini	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
120	Today	KOD	33	27	right	4	in̪d̪i	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
121	Tomorrow	MTP	33	27	right	5	elːe	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
121	Tomorrow	MTV	33	27	right	5	jelːeⁱ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
121	Tomorrow	MTE	33	27	right	5	jelːe	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
121	Tomorrow	MAL	33	27	right	5	naɭe	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
121	Tomorrow	TUL	33	27	right	5	elːe	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
121	Tomorrow	KOD	33	27	right	5	naːɭe	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	Week	MTP	33	27	right	6	t̪iŋgʌɭ	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	Week	MTV	33	27	right	6	aːɕtʃa	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	Week	MTE	33	27	right	6	ɑːɻtʃːa	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	Week	MAL	33	27	right	6	aːɻtʃa	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	Week	TUL	33	27	right	6	ora	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	Week	KOD	33	27	right	6	ʋaːra	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	Month	MTP	33	27	right	7	maːsʌm	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	Month	MTV	33	27	right	7	masam	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	Month	MTE	33	27	right	7	mæːsam	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	Month	MAL	33	27	right	7	masam	attested	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for dense glyphs; text scaffold not accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
