@@	/tmp/kullu-extract/pages/pdf033.png
0.163399	0.968680	0.147059	0.022371	VOLABULAAY
0.062092	0.932886	0.022876	0.013423	1.
0.163399	0.928412	0.065359	0.024609	body
0.160131	0.872483	0.068627	0.020134	head
0.058824	0.870246	0.032680	0.013423	2.
0.062092	0.812081	0.049020	0.015660	3.
0.143791	0.805369	0.078431	0.029083	face
0.156863	0.742729	0.055556	0.024609	eye
0.147059	0.691275	0.081699	0.013423	nose
0.077520	0.627846	0.178246	0.022457	6. 'mouth
0.075163	0.568233	0.035948	0.017897	7.
0.156863	0.572707	0.065359	0.013423	arw
0.078431	0.498881	0.160131	0.026846	8. palm
0.081629	0.438285	0.183147	0.031707	9. finger
0.081699	0.380313	0.042484	0.015660	10.
0.166667	0.375839	0.071895	0.029083	belly
0.169935	0.315436	0.049020	0.026846	Leg
0.088235	0.263982	0.042484	0.013423	12.
0.166667	0.255034	0.068627	0.029083	foot
0.097435	0.202722	0.141283	0.017644	12. Skin
0.093674	0.139699	0.165332	0.028343	14. bone
0.104474	0.080179	0.166869	0.023087	15. blood
0.104575	0.011186	0.359477	0.033557	16.2 bangle (bracelet)
@@	/tmp/kullu-extract/pages/pdf034.png
0.569565	0.975141	0.093478	0.016384	* Kullui
0.310870	0.970930	0.071739	0.013081	Kullui
0.319565	0.959302	0.147826	0.013081	Chieela /lag Valey
0.595652	0.962147	0.184783	0.013144	Loren /s.huke voollay
0.318588	0.942515	0.102460	0.020336	1D April 1985
0.590769	0.943342	0.153745	0.019314	10.11 April 1985
0.321739	0.931638	0.134783	0.013129	J.Kew( Ransch
0.595652	0.931638	0.067391	0.011864	J. Kew
0.063043	0.915698	0.054348	0.015988	Hindi
0.319565	0.915698	0.165217	0.018895	Tri lok-Meegat nath
0.593376	0.916817	0.115421	0.016656	Doodi devi
0.315217	0.872093	0.108696	0.029070	dzisom
0.602174	0.873547	0.108696	0.029070	d3uam
0.310870	0.821221	0.121739	0.020349	'monda
0.594587	0.824144	0.125764	0.022194	'marile
0.330435	0.765988	0.113043	0.023256	moths.
0.621739	0.768895	0.102174	0.020349	monds
0.327942	0.707311	0.109333	0.030146	'tende
0.610870	0.712209	0.210870	0.026209	jente jaki
0.358696	0.656977	0.071739	0.018895	nак
0.654278	0.604408	0.180574	0.023742	khikh /w.u
0.367279	0.600032	0.089355	0.017959	khakh
0.656522	0.549419	0.054348	0.021802	bai
0.363043	0.540698	0.102174	0.024709	(n)ath
0.656522	0.488136	0.089130	0.027853	t* u"l
0.378261	0.484012	0.091304	0.023256	thoul
0.393478	0.424419	0.093478	0.031977	go'thi
0.654348	0.428779	0.108696	0.027616	gufti
0.662971	0.374709	0.258841	0.029651	dundpett/fil"
0.021739	0.375000	0.019565	0.013081	I0.
0.395652	0.372093	0.063043	0.024709	peth
