Form_ID,Position,Kind,Format,Content,Source
3083,200501,comparison,markdown,Southworth Table 2A item 1: source class PD; OIA kāla 'black'; printed Turner reference 3083; OIA/source marker Mbh; distribution (source abbreviations as printed): Pa=+; Pk=+; Gy=+; D=+; Kf=+; Dr=+; K=+; S=+; PL=+; Ph=+; N=+; A=+; B=+; O=+; Bi=+; Av=+; H=+; R=+; G=+; M=+; Ko=+; Si=+.,"southworth2005m[p. 10, table 2A, item 1]"
9051,200502,comparison,markdown,Southworth Table 2A item 2: source class not specified; OIA phala 'fruit'; printed Turner reference 9051; OIA/source marker RV; distribution (source abbreviations as printed): Pa=+; Pk=+; Gy=+; D=+; Kf=+; Dr=+; K=+; S=+; PL=+; Ph=+; N=+; A=+; B=+; O=+; Bi=+; Av=+; H=+; R=blank; G=+; M=+; Ko=blank; Si=+.,"southworth2005m[p. 10, table 2A, item 2]"
6128,200503,comparison,markdown,"Southworth Table 2A item 3: source class not specified; OIA daṇḍa 'stick, handle'; printed Turner reference 6128; OIA/source marker RV; distribution (source abbreviations as printed): Pa=+; Pk=+; Gy=+; D=blank; Kf=+; Dr=+; K=+; S=+; PL=+; Ph=+; N=+; A=+; B=+; O=+; Bi=+; Av=+; H=+; R=blank; G=+; M=+; Ko=blank; Si=+.","southworth2005m[p. 10, table 2A, item 3]"
3998,200504,comparison,markdown,Southworth Table 2A item 4: source class not specified; OIA gaṇḍa 'joint of plant'; printed Turner reference 3998; OIA/source marker lex; distribution (source abbreviations as printed): Pa=+; Pk=+; Gy=blank; D=blank; Kf=+; Dr=+; K=+; S=+; PL=+; Ph=+; N=+; A=blank; B=+; O=blank; Bi=+; Av=blank; H=+; R=blank; G=+; M=+; Ko=blank; Si=blank.,"southworth2005m[p. 10, table 2A, item 4]"
3264,200505,comparison,markdown,"Southworth Table 2A item 5: source class not specified; OIA kuṇḍa 'bowl, pot'; printed Turner reference 3264; OIA/source marker Mbh; distribution (source abbreviations as printed): Pa=+; Pk=+; Gy=blank; D=blank; Kf=+; Dr=+; K=+; S=+; PL=+; Ph=+; N=blank; A=blank; B=+; O=+; Bi=+; Av=blank; H=+; R=blank; G=+; M=+; Ko=blank; Si=+.","southworth2005m[p. 10, table 2A, item 5]"
5539,200506,comparison,markdown,Southworth Table 2A item 6: source class SD2; *ḍavva etc. 'left'; printed Turner reference 5539; OIA/source marker -; distribution (source abbreviations as printed): Pa=blank; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=blank; K=blank; S=+; PL=+; Ph=+; N=+; A=blank; B=+; O=+; Bi=+; Av=blank; H=+; R=blank; G=+; M=+; Ko=blank; Si=blank.,"southworth2005m[p. 10, table 2A, item 6]"
997,200507,comparison,markdown,"Southworth Table 2A item 7: source class PD; *āī 'mother, aunt'; printed Turner reference 997; OIA/source marker -; distribution (source abbreviations as printed): Pa=blank; Pk=blank; Gy=blank; D=blank; Kf=blank; Dr=?; K=blank; S=+; PL=blank; Ph=blank; N=+; A=+; B=+; O=+; Bi=blank; Av=blank; H=blank; R=blank; G=+; M=+; Ko=blank; Si=blank.","southworth2005m[p. 10, table 2A, item 7]"
2639,200508,comparison,markdown,"Southworth Table 2A item 8: source class not specified; OIA kaṭi 'hip, side'; printed Turner reference 2639; OIA/source marker Mn; distribution (source abbreviations as printed): Pa=+; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=blank; K=blank; S=blank; PL=blank; Ph=blank; N=blank; A=+; B=blank; O=+; Bi=blank; Av=blank; H=+; R=blank; G=+; M=+; Ko=blank; Si=blank.","southworth2005m[p. 10, table 2A, item 8]"
9734,200509,comparison,markdown,Southworth Table 2A item 9: source class SD; *maṇigaṇṭhi 'wrist'; printed Turner reference 9734; OIA/source marker -; distribution (source abbreviations as printed): Pa=blank; Pk=blank; Gy=blank; D=blank; Kf=blank; Dr=blank; K=blank; S=blank; PL=blank; Ph=blank; N=blank; A=blank; B=blank; O=blank; Bi=blank; Av=blank; H=+; R=blank; G=blank; M=+; Ko=blank; Si=blank.,"southworth2005m[p. 10, table 2A, item 9]"
5566,200510,comparison,markdown,Southworth Table 2A item 10: source class SD2; *ḍok(k)a 'head'; printed Turner reference 5566; OIA/source marker -; distribution (source abbreviations as printed): Pa=blank; Pk=blank; Gy=blank; D=blank; Kf=blank; Dr=?; K=blank; S=blank; PL=blank; Ph=?; N=?; A=blank; B=blank; O=blank; Bi=blank; Av=blank; H=+; R=blank; G=+; M=+; Ko=blank; Si=blank.,"southworth2005m[p. 10, table 2A, item 10]"
