Form_ID,Position,Kind,Format,Content,Source
wiir-1052652,152652,etymology,markdown,"**Proto-Indo-Iranian \*mitrás** ‘covenant; treaty; agreement; promise’. Witnesses: Proto-Iranian *miθráh, Proto-Indo-Aryan *mitrás, Avestan 𐬨𐬌𐬚𐬭𐬀. Reconstruction credited to Turner, CDIAL.","CDIAL[s.v. mitrá];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/mitrás, revision 92152134]"
wiir-3862607,162607,etymology,markdown,"**Proto-Indo-Iranian \*Áryas** ‘autonymic (self-identifying) ethnonym of the respective Indo-Iranian peoples, i.e. the Indo-Aryans and the Iranians.’. No accepted Proto-Indo-European etymology; the article marks the origin as unknown or disputed. Witnesses: Proto-Iranian *Áryah, Proto-Indo-Aryan *Áryas. Reconstruction credited to Mallory–Adams, EIEC; Mallory–Adams, Oxford Introduction.","mallory1997eiec[p. 213];mallory2006oipiew[p. 266];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Áryas, revision 92152269]"
wiir-3867116,167116,etymology,markdown,"**Proto-Indo-Iranian \*wíćš** ‘village; household’. Witnesses: Proto-Iranian *wícš, Proto-Indo-Aryan *wíṭṣ, Old Avestan 𐬬𐬍𐬯, Old Persian 𐎻𐎰. Reconstruction credited to Mallory–Adams, Oxford Introduction; Klein–Joseph–Fritz, HCHIEL.","mallory2006oipiew[p. 221];klein2017hchiel[p. 1894];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wíćš, revision 92152256]"
wiir-4647170,147170,etymology,markdown,"**Proto-Indo-Iranian \*ćatám** ‘hundred’. From Proto-Indo-European *ḱm̥tóm. Witnesses: Proto-Iranian *catám, Proto-Indo-Aryan *śatám, Avestan 𐬯𐬀𐬙𐬀, Old Persian *θatam. Reconstruction credited to Lubotsky, Indo-Aryan Inherited Lexicon.","lubotsky2011iail[s.v. śatá-, p. 450];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ćatám, revision 91973617]"
wiir-5025758,125758,etymology,markdown,"**Proto-Indo-Iranian \*kapʰas** ‘mucus, phlegm’. Witnesses: Proto-Iranian *kafakah, Proto-Indo-Aryan *kapʰas, Avestan 𐬐𐬀𐬟𐬀. Reconstruction credited to Lubotsky, The Indo-Iranian substratum.","lubotsky1999substratum;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/kapʰas, revision 92152113]"
wiir-5025846,125846,etymology,markdown,"**Proto-Indo-Iranian \*pāpás** ‘bad’. Witnesses: Proto-Iranian *pāpáh, Proto-Indo-Aryan *pāpás, Young Avestan 𐬞𐬁𐬞𐬀-.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/pāpás, revision 91063648]"
wiir-5025903,125903,etymology,markdown,"**Proto-Indo-Iranian \*mánas** ‘mind, intellect, thought’. From Proto-Indo-European *ménos. Witnesses: Proto-Iranian *mánah, Proto-Indo-Aryan *mánas, Avestan 𐬨𐬀𐬥𐬀𐬵, Old Persian 𐎶𐎴𐏃.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/mánas, revision 88661804]"
wiir-5026025,126025,etymology,markdown,**Proto-Indo-Iranian \*Hámsas** ‘shoulder’. From Proto-Indo-European *h₃émsos. Witnesses: Proto-Iranian *Hámhah.,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hámsas, revision 85411252]"
wiir-5026930,126930,etymology,markdown,"**Proto-Indo-Iranian \*Hnā́ma** ‘name’. From Proto-Indo-European *h₁nómn̥. Witnesses: Proto-Iranian *Hnā́ma, Proto-Nuristani *nāma, Proto-Indo-Aryan *Hnā́ma.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hnā́ma, revision 84917393]"
wiir-5027246,127246,etymology,markdown,"**Proto-Indo-Iranian \*káHmas** ‘wish, desire’. From Proto-Indo-European *kóh₂mos. Witnesses: Proto-Iranian *káHmah, Proto-Indo-Aryan *káHmas. Reconstruction credited to Rix, LIV².","rix2001liv[p. 343];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/káHmas, revision 88555695]"
