Form_ID,Position,Kind,Format,Content,Source
d5078,199701,phonology,markdown,Emeneau uses **bēgh-** and **bēl** to fill the previously missing Proto-Dravidian *e > Brahui ē development.,"emeneau1997brahui[p. 441, §2.1]"
d5503,199701,phonology,markdown,Emeneau uses **bēgh-** and **bēl** to fill the previously missing Proto-Dravidian *e > Brahui ē development.,"emeneau1997brahui[p. 441, §2.1]"
d5078,199702,phonology,markdown,"Emeneau proposes loss of *l/ḷ as the first member of a consonant cluster, parallel to the established loss of rhotics, citing bēgh-, hōgh-, mux, taf-, and the ha- component of ha-tin-.","emeneau1997brahui[p. 441, §2.2]"
d996,199702,phonology,markdown,"Emeneau proposes loss of *l/ḷ as the first member of a consonant cluster, parallel to the established loss of rhotics, citing bēgh-, hōgh-, mux, taf-, and the ha- component of ha-tin-.","emeneau1997brahui[p. 441, §2.2]"
d4986,199702,phonology,markdown,"Emeneau proposes loss of *l/ḷ as the first member of a consonant cluster, parallel to the established loss of rhotics, citing bēgh-, hōgh-, mux, taf-, and the ha- component of ha-tin-.","emeneau1997brahui[p. 441, §2.2]"
d3133,199702,phonology,markdown,"Emeneau proposes loss of *l/ḷ as the first member of a consonant cluster, parallel to the established loss of rhotics, citing bēgh-, hōgh-, mux, taf-, and the ha- component of ha-tin-.","emeneau1997brahui[p. 441, §2.2]"
d3098,199702,phonology,markdown,"Emeneau proposes loss of *l/ḷ as the first member of a consonant cluster, parallel to the established loss of rhotics, citing bēgh-, hōgh-, mux, taf-, and the ha- component of ha-tin-.","emeneau1997brahui[p. 441, §2.2]"
d996,199703,analysis,markdown,"The paper prefers DEDR 996 over Bray's imitative analysis of **hōgh-**. It treats the final consonant as the North Dravidian plural-action *-k- correspondence, while leaving its absence in some imperative and prohibitive forms unresolved.","emeneau1997brahui[p. 442, §3]"
d5078,199704,analysis,markdown,"The paper reconstructs **bēgh-** from *mel-k-: *m- > b- before a front vowel, *e > ē, and loss of *l in the cluster. A plural-action interpretation of -gh- is explicitly tentative.","emeneau1997brahui[p. 442, §4]"
d4841,199705,analysis,markdown,Emeneau adds **bāšt** 'heaven' beside **bash** 'up' as evidence for Proto-Dravidian *m- > Brahui b- before a front vowel.,"emeneau1997brahui[p. 442, §4]"
d1876,199706,phonology,markdown,The paper treats several irregular Brahui sibilants as partly expressive. The regular correspondences remain *c- > c- and medial *-c-/*-cc- > -s-.,"emeneau1997brahui[p. 444, §5–8]"
d2687,199706,phonology,markdown,The paper treats several irregular Brahui sibilants as partly expressive. The regular correspondences remain *c- > c- and medial *-c-/*-cc- > -s-.,"emeneau1997brahui[p. 444, §5–8]"
d2621,199706,phonology,markdown,The paper treats several irregular Brahui sibilants as partly expressive. The regular correspondences remain *c- > c- and medial *-c-/*-cc- > -s-.,"emeneau1997brahui[p. 444, §5–8]"
d2712,199706,phonology,markdown,The paper treats several irregular Brahui sibilants as partly expressive. The regular correspondences remain *c- > c- and medial *-c-/*-cc- > -s-.,"emeneau1997brahui[p. 444, §5–8]"
d4477,199707,comparison,markdown,**pužža** 'human hair' is only tentatively compared with DEDR 4477; **pōs** in DEDR 4476 is cited as a contrasting secure development.,"emeneau1997brahui[p. 443, §6]"
d4476,199707,comparison,markdown,**pužža** 'human hair' is only tentatively compared with DEDR 4477; **pōs** in DEDR 4476 is cited as a contrasting secure development.,"emeneau1997brahui[p. 443, §6]"
d1876,199708,comparison,markdown,"Emeneau considers DEDR 1876 and 2687 for **kūžing**. Entry 2687 better fits initial k-, but neither explains ž securely; both comparisons require a query.","emeneau1997brahui[p. 443, §6]"
d2687,199708,comparison,markdown,"Emeneau considers DEDR 1876 and 2687 for **kūžing**. Entry 2687 better fits initial k-, but neither explains ž securely; both comparisons require a query.","emeneau1997brahui[p. 443, §6]"
d4135,199709,comparison,markdown,"For **pisfing**, Emeneau regards DEDR 4135 as simpler than 4183. The latter would require cluster simplification, and -f- remains unexplained in either analysis.","emeneau1997brahui[p. 443, §7]"
d4183,199709,comparison,markdown,"For **pisfing**, Emeneau regards DEDR 4135 as simpler than 4183. The latter would require cluster simplification, and -f- remains unexplained in either analysis.","emeneau1997brahui[p. 443, §7]"
d2621,199710,comparison,markdown,**šupping** 'drink a thick liquid' is tentatively compared with DEDR 2621b. Expressive reshaping and a possible Indo-Aryan comparison prevent a categorical assignment.,"emeneau1997brahui[p. 444, §8.1]"
d2712,199711,analysis,markdown,"Emeneau places expressive **šurūfing** 'smack the lips' in DEDR 2712, while leaving -ūf- unexplained.","emeneau1997brahui[p. 444, §8.2]"
d1595,199712,analysis,markdown,"Speaker-supplied **kirrefing** 'turn a hand-mill', analyzed as a causative of *kirreng 'turn', is added to DEDR 1595.","emeneau1997brahui[p. 444, §10]"
d3029,199713,analysis,markdown,Emeneau splits two meanings printed together: **taṛifing** 'be slaughtered' belongs in DEDR 3029 but is not a causative of taṛing; 'turn sour (milk)' remains unetymologized.,"emeneau1997brahui[p. 444, §11]"
d2621,199714,source-note,markdown,"Footnote 3 adds Gadaba (Bhaskararao) **cīkap-** 'lick, suck' to DEDR 2621a and identifies it as a borrowing from Telugu cīk-.","emeneau1997brahui[p. 444, §8.1 n. 3]"
